task_id	name	status	exit	realtime	peak_vmem	peak_rss
847	perform_pairwise_association_test (693)	COMPLETED	0	9m 11s	3 GB	2.5 GB
848	perform_pairwise_association_test (694)	COMPLETED	0	9m 26s	3 GB	2.5 GB
849	perform_pairwise_association_test (695)	COMPLETED	0	9m 10s	3 GB	2.5 GB
850	perform_pairwise_association_test (696)	COMPLETED	0	8m 41s	3 GB	2.5 GB
428	perform_pairwise_association_test (274)	COMPLETED	0	9m 28s	3 GB	2.6 GB
571	perform_pairwise_association_test (417)	COMPLETED	0	9m 10s	3 GB	2.5 GB
983	perform_pairwise_association_test (829)	COMPLETED	0	11m 12s	3 GB	2.5 GB
845	perform_pairwise_association_test (691)	COMPLETED	0	10m 15s	3 GB	2.5 GB
1013	perform_pairwise_association_test (859)	COMPLETED	0	9m 24s	3 GB	2.6 GB
427	perform_pairwise_association_test (273)	COMPLETED	0	8m 56s	3 GB	2.5 GB
787	perform_pairwise_association_test (633)	COMPLETED	0	9m 35s	3 GB	2.5 GB
568	perform_pairwise_association_test (414)	COMPLETED	0	9m 37s	3 GB	2.5 GB
569	perform_pairwise_association_test (415)	COMPLETED	0	9m 32s	3 GB	2.5 GB
726	perform_pairwise_association_test (572)	COMPLETED	0	8m 32s	3 GB	2.5 GB
725	perform_pairwise_association_test (571)	COMPLETED	0	9m 13s	3 GB	2.5 GB
572	perform_pairwise_association_test (418)	COMPLETED	0	9m 38s	3 GB	2.5 GB
756	perform_pairwise_association_test (602)	COMPLETED	0	9m 34s	3 GB	2.6 GB
719	perform_pairwise_association_test (565)	COMPLETED	0	9m 31s	3 GB	2.5 GB
720	perform_pairwise_association_test (566)	COMPLETED	0	9m 28s	3 GB	2.5 GB
721	perform_pairwise_association_test (567)	COMPLETED	0	9m 25s	3 GB	2.5 GB
724	perform_pairwise_association_test (570)	COMPLETED	0	9m 48s	3.1 GB	2.6 GB
723	perform_pairwise_association_test (569)	COMPLETED	0	10m 8s	3 GB	2.5 GB
537	perform_pairwise_association_test (383)	COMPLETED	0	9m 43s	3 GB	2.5 GB
754	perform_pairwise_association_test (600)	COMPLETED	0	9m 29s	3 GB	2.5 GB
757	perform_pairwise_association_test (603)	COMPLETED	0	9m 21s	3 GB	2.5 GB
758	perform_pairwise_association_test (604)	COMPLETED	0	9m 43s	3 GB	2.5 GB
1055	perform_pairwise_association_test (901)	COMPLETED	0	14m 4s	3 GB	2.5 GB
894	perform_pairwise_association_test (740)	COMPLETED	0	9m 37s	3 GB	2.5 GB
895	perform_pairwise_association_test (741)	COMPLETED	0	9m 54s	3 GB	2.5 GB
538	perform_pairwise_association_test (384)	COMPLETED	0	9m 15s	3 GB	2.5 GB
897	perform_pairwise_association_test (743)	COMPLETED	0	9m 20s	3 GB	2.5 GB
899	perform_pairwise_association_test (745)	COMPLETED	0	9m 24s	3 GB	2.5 GB
722	perform_pairwise_association_test (568)	COMPLETED	0	10m 26s	3 GB	2.5 GB
759	perform_pairwise_association_test (605)	COMPLETED	0	10m 1s	3 GB	2.5 GB
896	perform_pairwise_association_test (742)	COMPLETED	0	10m 11s	3 GB	2.5 GB
898	perform_pairwise_association_test (744)	COMPLETED	0	10m 13s	3 GB	2.5 GB
900	perform_pairwise_association_test (746)	COMPLETED	0	9m 48s	3.1 GB	2.6 GB
536	perform_pairwise_association_test (382)	COMPLETED	0	9m 36s	3 GB	2.5 GB
541	perform_pairwise_association_test (387)	COMPLETED	0	9m 14s	3 GB	2.6 GB
542	perform_pairwise_association_test (388)	COMPLETED	0	9m 7s	3 GB	2.5 GB
902	perform_pairwise_association_test (748)	COMPLETED	0	9m 53s	3 GB	2.5 GB
539	perform_pairwise_association_test (385)	COMPLETED	0	9m 25s	3 GB	2.5 GB
540	perform_pairwise_association_test (386)	COMPLETED	0	9m 22s	3 GB	2.5 GB
545	perform_pairwise_association_test (391)	COMPLETED	0	9m 21s	3 GB	2.6 GB
830	perform_pairwise_association_test (676)	COMPLETED	0	9m 29s	3 GB	2.5 GB
832	perform_pairwise_association_test (678)	COMPLETED	0	9m 17s	3 GB	2.5 GB
363	perform_pairwise_association_test (209)	COMPLETED	0	7m 39s	3 GB	2.5 GB
943	perform_pairwise_association_test (789)	COMPLETED	0	8m 3s	3 GB	2.5 GB
653	perform_pairwise_association_test (499)	COMPLETED	0	9m 26s	3 GB	2.5 GB
674	perform_pairwise_association_test (520)	COMPLETED	0	9m 1s	3 GB	2.5 GB
677	perform_pairwise_association_test (523)	COMPLETED	0	9m 1s	3 GB	2.5 GB
676	perform_pairwise_association_test (522)	COMPLETED	0	9m 26s	3 GB	2.5 GB
678	perform_pairwise_association_test (524)	COMPLETED	0	9m 16s	3 GB	2.5 GB
679	perform_pairwise_association_test (525)	COMPLETED	0	9m 23s	3 GB	2.5 GB
682	perform_pairwise_association_test (528)	COMPLETED	0	8m 54s	3 GB	2.5 GB
683	perform_pairwise_association_test (529)	COMPLETED	0	9m 21s	3 GB	2.5 GB
684	perform_pairwise_association_test (530)	COMPLETED	0	9m 15s	3 GB	2.5 GB
680	perform_pairwise_association_test (526)	COMPLETED	0	9m 35s	3 GB	2.5 GB
681	perform_pairwise_association_test (527)	COMPLETED	0	9m 31s	3 GB	2.5 GB
640	perform_pairwise_association_test (486)	COMPLETED	0	9m 14s	3 GB	2.6 GB
792	perform_pairwise_association_test (638)	COMPLETED	0	9m 15s	3 GB	2.5 GB
543	perform_pairwise_association_test (389)	COMPLETED	0	10m 32s	3 GB	2.5 GB
786	perform_pairwise_association_test (632)	COMPLETED	0	9m 22s	3 GB	2.5 GB
413	perform_pairwise_association_test (259)	COMPLETED	0	9m 51s	3 GB	2.6 GB
820	perform_pairwise_association_test (666)	COMPLETED	0	9m 23s	3 GB	2.5 GB
821	perform_pairwise_association_test (667)	COMPLETED	0	9m 36s	3 GB	2.6 GB
822	perform_pairwise_association_test (668)	COMPLETED	0	9m 31s	3.1 GB	2.6 GB
639	perform_pairwise_association_test (485)	COMPLETED	0	9m 18s	3 GB	2.5 GB
675	perform_pairwise_association_test (521)	COMPLETED	0	10m 6s	3 GB	2.5 GB
356	perform_pairwise_association_test (202)	COMPLETED	0	9m 30s	3 GB	2.5 GB
804	perform_pairwise_association_test (650)	COMPLETED	0	9m 15s	3 GB	2.5 GB
761	perform_pairwise_association_test (607)	COMPLETED	0	9m 12s	3 GB	2.5 GB
794	perform_pairwise_association_test (640)	COMPLETED	0	9m 57s	3 GB	2.5 GB
795	perform_pairwise_association_test (641)	COMPLETED	0	9m 44s	3 GB	2.5 GB
1132	perform_pairwise_association_test (978)	COMPLETED	0	9m 8s	3 GB	2.5 GB
357	perform_pairwise_association_test (203)	COMPLETED	0	8m 32s	3 GB	2.5 GB
785	perform_pairwise_association_test (631)	COMPLETED	0	10m 18s	3 GB	2.5 GB
442	perform_pairwise_association_test (288)	COMPLETED	0	10m	3 GB	2.5 GB
516	perform_pairwise_association_test (362)	COMPLETED	0	9m 41s	3 GB	2.5 GB
793	perform_pairwise_association_test (639)	COMPLETED	0	10m 23s	3 GB	2.5 GB
760	perform_pairwise_association_test (606)	COMPLETED	0	9m 45s	3 GB	2.5 GB
762	perform_pairwise_association_test (608)	COMPLETED	0	9m 50s	3 GB	2.5 GB
763	perform_pairwise_association_test (609)	COMPLETED	0	9m 49s	3 GB	2.5 GB
359	perform_pairwise_association_test (205)	COMPLETED	0	9m 1s	3 GB	2.5 GB
358	perform_pairwise_association_test (204)	COMPLETED	0	9m 7s	3 GB	2.5 GB
944	perform_pairwise_association_test (790)	COMPLETED	0	10m 16s	3 GB	2.5 GB
423	perform_pairwise_association_test (269)	COMPLETED	0	9m 36s	3 GB	2.6 GB
421	perform_pairwise_association_test (267)	COMPLETED	0	9m 56s	3 GB	2.5 GB
361	perform_pairwise_association_test (207)	COMPLETED	0	9m 31s	3 GB	2.5 GB
360	perform_pairwise_association_test (206)	COMPLETED	0	9m 9s	3 GB	2.5 GB
816	perform_pairwise_association_test (662)	COMPLETED	0	9m	3 GB	2.6 GB
945	perform_pairwise_association_test (791)	COMPLETED	0	11m 39s	3 GB	2.5 GB
817	perform_pairwise_association_test (663)	COMPLETED	0	9m 29s	3 GB	2.5 GB
826	perform_pairwise_association_test (672)	COMPLETED	0	9m 35s	3 GB	2.5 GB
827	perform_pairwise_association_test (673)	COMPLETED	0	9m 44s	3 GB	2.5 GB
828	perform_pairwise_association_test (674)	COMPLETED	0	9m 20s	3 GB	2.5 GB
473	perform_pairwise_association_test (319)	COMPLETED	0	8m 46s	3 GB	2.5 GB
474	perform_pairwise_association_test (320)	COMPLETED	0	9m 1s	3 GB	2.5 GB
916	perform_pairwise_association_test (762)	COMPLETED	0	8m 45s	3 GB	2.5 GB
917	perform_pairwise_association_test (763)	COMPLETED	0	9m 6s	3 GB	2.5 GB
924	perform_pairwise_association_test (770)	COMPLETED	0	9m 22s	3 GB	2.5 GB
469	perform_pairwise_association_test (315)	COMPLETED	0	9m 41s	3 GB	2.5 GB
476	perform_pairwise_association_test (322)	COMPLETED	0	9m 24s	3 GB	2.5 GB
477	perform_pairwise_association_test (323)	COMPLETED	0	9m 32s	3 GB	2.5 GB
478	perform_pairwise_association_test (324)	COMPLETED	0	9m 8s	3 GB	2.5 GB
922	perform_pairwise_association_test (768)	COMPLETED	0	9m 31s	3 GB	2.5 GB
925	perform_pairwise_association_test (771)	COMPLETED	0	9m 36s	3 GB	2.5 GB
1027	perform_pairwise_association_test (873)	COMPLETED	0	9m 7s	3 GB	2.5 GB
960	perform_pairwise_association_test (806)	COMPLETED	0	9m 22s	3 GB	2.5 GB
1086	perform_pairwise_association_test (932)	COMPLETED	0	8m 57s	3 GB	2.5 GB
959	perform_pairwise_association_test (805)	COMPLETED	0	9m 28s	3.1 GB	2.6 GB
962	perform_pairwise_association_test (808)	COMPLETED	0	9m 36s	3 GB	2.5 GB
1031	perform_pairwise_association_test (877)	COMPLETED	0	9m 13s	3 GB	2.5 GB
923	perform_pairwise_association_test (769)	COMPLETED	0	11m 19s	3 GB	2.5 GB
432	perform_pairwise_association_test (278)	COMPLETED	0	9m 25s	3 GB	2.5 GB
434	perform_pairwise_association_test (280)	COMPLETED	0	9m 38s	3 GB	2.5 GB
435	perform_pairwise_association_test (281)	COMPLETED	0	9m 47s	3 GB	2.5 GB
436	perform_pairwise_association_test (282)	COMPLETED	0	9m 47s	3 GB	2.5 GB
439	perform_pairwise_association_test (285)	COMPLETED	0	9m 23s	3 GB	2.5 GB
1037	perform_pairwise_association_test (883)	COMPLETED	0	9m 21s	3 GB	2.5 GB
483	perform_pairwise_association_test (329)	COMPLETED	0	8m 41s	3 GB	2.5 GB
583	perform_pairwise_association_test (429)	COMPLETED	0	7m 32s	3 GB	2.5 GB
433	perform_pairwise_association_test (279)	COMPLETED	0	10m 18s	3 GB	2.5 GB
961	perform_pairwise_association_test (807)	COMPLETED	0	10m 46s	3 GB	2.5 GB
355	perform_pairwise_association_test (201)	COMPLETED	0	14m 28s	3 GB	2.5 GB
438	perform_pairwise_association_test (284)	COMPLETED	0	10m 18s	3 GB	2.5 GB
941	perform_pairwise_association_test (787)	COMPLETED	0	9m 38s	3 GB	2.5 GB
875	perform_pairwise_association_test (721)	COMPLETED	0	9m 44s	3 GB	2.5 GB
876	perform_pairwise_association_test (722)	COMPLETED	0	9m 45s	3 GB	2.5 GB
878	perform_pairwise_association_test (724)	COMPLETED	0	9m 25s	3 GB	2.5 GB
877	perform_pairwise_association_test (723)	COMPLETED	0	9m 20s	3 GB	2.5 GB
893	perform_pairwise_association_test (739)	COMPLETED	0	9m 14s	3 GB	2.5 GB
956	perform_pairwise_association_test (802)	COMPLETED	0	9m 10s	3 GB	2.5 GB
958	perform_pairwise_association_test (804)	COMPLETED	0	9m 17s	3 GB	2.5 GB
862	perform_pairwise_association_test (708)	COMPLETED	0	7m 57s	3 GB	2.5 GB
449	perform_pairwise_association_test (295)	COMPLETED	0	11m 48s	3 GB	2.5 GB
453	perform_pairwise_association_test (299)	COMPLETED	0	9m 42s	3 GB	2.5 GB
450	perform_pairwise_association_test (296)	COMPLETED	0	12m 5s	3.3 GB	2.8 GB
905	perform_pairwise_association_test (751)	COMPLETED	0	8m 39s	3 GB	2.5 GB
709	perform_pairwise_association_test (555)	COMPLETED	0	14m 34s	3 GB	2.5 GB
455	perform_pairwise_association_test (301)	COMPLETED	0	10m 11s	3 GB	2.5 GB
957	perform_pairwise_association_test (803)	COMPLETED	0	10m 34s	3 GB	2.5 GB
963	perform_pairwise_association_test (809)	COMPLETED	0	9m 39s	3 GB	2.5 GB
964	perform_pairwise_association_test (810)	COMPLETED	0	9m 57s	3 GB	2.5 GB
801	perform_pairwise_association_test (647)	COMPLETED	0	10m 16s	3 GB	2.5 GB
803	perform_pairwise_association_test (649)	COMPLETED	0	9m 32s	3 GB	2.5 GB
806	perform_pairwise_association_test (652)	COMPLETED	0	9m 40s	3 GB	2.6 GB
807	perform_pairwise_association_test (653)	COMPLETED	0	9m 44s	3 GB	2.5 GB
808	perform_pairwise_association_test (654)	COMPLETED	0	9m 46s	3 GB	2.5 GB
810	perform_pairwise_association_test (656)	COMPLETED	0	9m 15s	3 GB	2.5 GB
404	perform_pairwise_association_test (250)	COMPLETED	0	9m 14s	3 GB	2.5 GB
406	perform_pairwise_association_test (252)	COMPLETED	0	9m 29s	3 GB	2.5 GB
584	perform_pairwise_association_test (430)	COMPLETED	0	9m 27s	3 GB	2.5 GB
873	perform_pairwise_association_test (719)	COMPLETED	0	8m 59s	3 GB	2.5 GB
1139	perform_pairwise_association_test (985)	COMPLETED	0	8m 37s	3 GB	2.5 GB
407	perform_pairwise_association_test (253)	COMPLETED	0	9m 21s	3 GB	2.5 GB
1141	perform_pairwise_association_test (987)	COMPLETED	0	8m 55s	3 GB	2.5 GB
901	perform_pairwise_association_test (747)	COMPLETED	0	9m 20s	3 GB	2.6 GB
903	perform_pairwise_association_test (749)	COMPLETED	0	9m 4s	3 GB	2.5 GB
857	perform_pairwise_association_test (703)	COMPLETED	0	9m 3s	3 GB	2.5 GB
860	perform_pairwise_association_test (706)	COMPLETED	0	8m 42s	3 GB	2.5 GB
858	perform_pairwise_association_test (704)	COMPLETED	0	9m 19s	3 GB	2.5 GB
1077	perform_pairwise_association_test (923)	COMPLETED	0	9m 8s	3 GB	2.5 GB
600	perform_pairwise_association_test (446)	COMPLETED	0	9m 7s	3 GB	2.5 GB
805	perform_pairwise_association_test (651)	COMPLETED	0	10m 19s	3 GB	2.5 GB
405	perform_pairwise_association_test (251)	COMPLETED	0	10m 33s	3 GB	2.5 GB
1079	perform_pairwise_association_test (925)	COMPLETED	0	9m 51s	3 GB	2.5 GB
1087	perform_pairwise_association_test (933)	COMPLETED	0	9m 19s	3 GB	2.5 GB
1088	perform_pairwise_association_test (934)	COMPLETED	0	9m 9s	3 GB	2.5 GB
1095	perform_pairwise_association_test (941)	COMPLETED	0	9m 19s	3 GB	2.5 GB
863	perform_pairwise_association_test (709)	COMPLETED	0	9m 36s	3 GB	2.5 GB
1026	perform_pairwise_association_test (872)	COMPLETED	0	9m 31s	3 GB	2.5 GB
1149	perform_pairwise_association_test (995)	COMPLETED	0	9m	3 GB	2.5 GB
468	perform_pairwise_association_test (314)	COMPLETED	0	9m 1s	3 GB	2.5 GB
479	perform_pairwise_association_test (325)	COMPLETED	0	8m 50s	3 GB	2.5 GB
1052	perform_pairwise_association_test (898)	COMPLETED	0	8m 10s	3 GB	2.5 GB
1148	perform_pairwise_association_test (994)	COMPLETED	0	9m 31s	3 GB	2.5 GB
617	perform_pairwise_association_test (463)	COMPLETED	0	9m 18s	3 GB	2.5 GB
784	perform_pairwise_association_test (630)	COMPLETED	0	9m 6s	3 GB	2.5 GB
727	perform_pairwise_association_test (573)	COMPLETED	0	9m 51s	3 GB	2.5 GB
521	perform_pairwise_association_test (367)	COMPLETED	0	10m 24s	3 GB	2.5 GB
596	perform_pairwise_association_test (442)	COMPLETED	0	9m 42s	3 GB	2.5 GB
595	perform_pairwise_association_test (441)	COMPLETED	0	9m 52s	3 GB	2.5 GB
782	perform_pairwise_association_test (628)	COMPLETED	0	9m 18s	3 GB	2.5 GB
788	perform_pairwise_association_test (634)	COMPLETED	0	9m 7s	3 GB	2.5 GB
1051	perform_pairwise_association_test (897)	COMPLETED	0	9m 30s	3 GB	2.5 GB
951	perform_pairwise_association_test (797)	COMPLETED	0	9m 8s	3 GB	2.5 GB
515	perform_pairwise_association_test (361)	COMPLETED	0	10m 25s	3 GB	2.5 GB
976	perform_pairwise_association_test (822)	COMPLETED	0	9m 58s	3 GB	2.5 GB
1121	perform_pairwise_association_test (967)	COMPLETED	0	9m 52s	3 GB	2.5 GB
1122	perform_pairwise_association_test (968)	COMPLETED	0	9m 43s	3 GB	2.5 GB
1127	perform_pairwise_association_test (973)	COMPLETED	0	10m 7s	3 GB	2.5 GB
783	perform_pairwise_association_test (629)	COMPLETED	0	9m 33s	3.3 GB	2.8 GB
555	perform_pairwise_association_test (401)	COMPLETED	0	8m 47s	3 GB	2.5 GB
556	perform_pairwise_association_test (402)	COMPLETED	0	8m 38s	3 GB	2.5 GB
557	perform_pairwise_association_test (403)	COMPLETED	0	8m 34s	3 GB	2.5 GB
1128	perform_pairwise_association_test (974)	COMPLETED	0	10m 12s	3 GB	2.5 GB
463	perform_pairwise_association_test (309)	COMPLETED	0	14m 26s	3 GB	2.5 GB
789	perform_pairwise_association_test (635)	COMPLETED	0	9m 50s	3 GB	2.5 GB
553	perform_pairwise_association_test (399)	COMPLETED	0	10m 12s	3 GB	2.5 GB
554	perform_pairwise_association_test (400)	COMPLETED	0	9m 55s	3 GB	2.5 GB
560	perform_pairwise_association_test (406)	COMPLETED	0	9m 10s	3 GB	2.5 GB
573	perform_pairwise_association_test (419)	COMPLETED	0	9m 25s	3 GB	2.5 GB
906	perform_pairwise_association_test (752)	COMPLETED	0	9m 2s	3 GB	2.5 GB
984	perform_pairwise_association_test (830)	COMPLETED	0	9m 34s	3 GB	2.5 GB
985	perform_pairwise_association_test (831)	COMPLETED	0	9m 28s	3 GB	2.5 GB
1089	perform_pairwise_association_test (935)	COMPLETED	0	9m 29s	3 GB	2.5 GB
872	perform_pairwise_association_test (718)	COMPLETED	0	9m 31s	3 GB	2.5 GB
874	perform_pairwise_association_test (720)	COMPLETED	0	9m 41s	3 GB	2.5 GB
909	perform_pairwise_association_test (755)	COMPLETED	0	9m 1s	3 GB	2.5 GB
511	perform_pairwise_association_test (357)	COMPLETED	0	9m 4s	3 GB	2.5 GB
632	perform_pairwise_association_test (478)	COMPLETED	0	7m 16s	3 GB	2.6 GB
892	perform_pairwise_association_test (738)	COMPLETED	0	9m 43s	3 GB	2.5 GB
908	perform_pairwise_association_test (754)	COMPLETED	0	9m 58s	3 GB	2.5 GB
802	perform_pairwise_association_test (648)	COMPLETED	0	9m 42s	3.3 GB	2.7 GB
800	perform_pairwise_association_test (646)	COMPLETED	0	9m 18s	3 GB	2.5 GB
813	perform_pairwise_association_test (659)	COMPLETED	0	8m 37s	3 GB	2.5 GB
907	perform_pairwise_association_test (753)	COMPLETED	0	9m 33s	3 GB	2.5 GB
812	perform_pairwise_association_test (658)	COMPLETED	0	9m 14s	3 GB	2.5 GB
811	perform_pairwise_association_test (657)	COMPLETED	0	9m 41s	3 GB	2.5 GB
814	perform_pairwise_association_test (660)	COMPLETED	0	9m 20s	3 GB	2.5 GB
815	perform_pairwise_association_test (661)	COMPLETED	0	9m 6s	3 GB	2.5 GB
818	perform_pairwise_association_test (664)	COMPLETED	0	9m 12s	3 GB	2.5 GB
819	perform_pairwise_association_test (665)	COMPLETED	0	9m 29s	3 GB	2.5 GB
823	perform_pairwise_association_test (669)	COMPLETED	0	9m 13s	3 GB	2.5 GB
1103	perform_pairwise_association_test (949)	COMPLETED	0	7m 58s	3 GB	2.5 GB
1131	perform_pairwise_association_test (977)	COMPLETED	0	9m 8s	3 GB	2.5 GB
977	perform_pairwise_association_test (823)	COMPLETED	0	11m 59s	3 GB	2.5 GB
824	perform_pairwise_association_test (670)	COMPLETED	0	9m 31s	3 GB	2.5 GB
780	perform_pairwise_association_test (626)	COMPLETED	0	9m 17s	3 GB	2.5 GB
781	perform_pairwise_association_test (627)	COMPLETED	0	9m 23s	3 GB	2.5 GB
1028	perform_pairwise_association_test (874)	COMPLETED	0	9m 11s	3 GB	2.5 GB
1030	perform_pairwise_association_test (876)	COMPLETED	0	9m 13s	3 GB	2.6 GB
631	perform_pairwise_association_test (477)	COMPLETED	0	9m 40s	3 GB	2.6 GB
1049	perform_pairwise_association_test (895)	COMPLETED	0	9m 20s	3 GB	2.5 GB
1100	perform_pairwise_association_test (946)	COMPLETED	0	8m 58s	3 GB	2.5 GB
1101	perform_pairwise_association_test (947)	COMPLETED	0	8m 53s	3 GB	2.5 GB
735	perform_pairwise_association_test (581)	COMPLETED	0	8m 28s	3 GB	2.5 GB
1104	perform_pairwise_association_test (950)	COMPLETED	0	9m 6s	3 GB	2.5 GB
1016	perform_pairwise_association_test (862)	COMPLETED	0	9m 56s	3 GB	2.6 GB
1038	perform_pairwise_association_test (884)	COMPLETED	0	9m 48s	3 GB	2.5 GB
1039	perform_pairwise_association_test (885)	COMPLETED	0	9m 27s	3 GB	2.5 GB
621	perform_pairwise_association_test (467)	COMPLETED	0	9m 13s	3 GB	2.5 GB
716	perform_pairwise_association_test (562)	COMPLETED	0	9m 33s	3 GB	2.5 GB
729	perform_pairwise_association_test (575)	COMPLETED	0	8m 48s	3 GB	2.5 GB
728	perform_pairwise_association_test (574)	COMPLETED	0	8m 59s	3 GB	2.5 GB
730	perform_pairwise_association_test (576)	COMPLETED	0	9m 11s	3 GB	2.5 GB
731	perform_pairwise_association_test (577)	COMPLETED	0	9m 19s	3 GB	2.5 GB
733	perform_pairwise_association_test (579)	COMPLETED	0	9m 20s	3 GB	2.5 GB
732	perform_pairwise_association_test (578)	COMPLETED	0	9m 20s	3 GB	2.5 GB
737	perform_pairwise_association_test (583)	COMPLETED	0	8m 48s	3 GB	2.5 GB
1099	perform_pairwise_association_test (945)	COMPLETED	0	10m 12s	3 GB	2.5 GB
502	perform_pairwise_association_test (348)	COMPLETED	0	9m 12s	3 GB	2.5 GB
503	perform_pairwise_association_test (349)	COMPLETED	0	9m 33s	3 GB	2.5 GB
504	perform_pairwise_association_test (350)	COMPLETED	0	9m 16s	3 GB	2.5 GB
505	perform_pairwise_association_test (351)	COMPLETED	0	9m 38s	3 GB	2.5 GB
791	perform_pairwise_association_test (637)	COMPLETED	0	11m 12s	3 GB	2.5 GB
1018	perform_pairwise_association_test (864)	COMPLETED	0	11m 6s	3 GB	2.6 GB
734	perform_pairwise_association_test (580)	COMPLETED	0	10m 14s	3 GB	2.5 GB
715	perform_pairwise_association_test (561)	COMPLETED	0	9m 30s	3 GB	2.5 GB
736	perform_pairwise_association_test (582)	COMPLETED	0	10m	3 GB	2.5 GB
1000	perform_pairwise_association_test (846)	COMPLETED	0	9m 31s	3 GB	2.5 GB
637	perform_pairwise_association_test (483)	COMPLETED	0	9m 22s	3 GB	2.5 GB
638	perform_pairwise_association_test (484)	COMPLETED	0	9m 59s	3 GB	2.5 GB
647	perform_pairwise_association_test (493)	COMPLETED	0	9m 31s	3 GB	2.5 GB
753	perform_pairwise_association_test (599)	COMPLETED	0	8m 36s	3 GB	2.5 GB
1102	perform_pairwise_association_test (948)	COMPLETED	0	10m 56s	3 GB	2.5 GB
506	perform_pairwise_association_test (352)	COMPLETED	0	9m 50s	3 GB	2.5 GB
507	perform_pairwise_association_test (353)	COMPLETED	0	10m 8s	3 GB	2.5 GB
522	perform_pairwise_association_test (368)	COMPLETED	0	9m 26s	3 GB	2.5 GB
527	perform_pairwise_association_test (373)	COMPLETED	0	9m 20s	3 GB	2.5 GB
430	perform_pairwise_association_test (276)	COMPLETED	0	9m 6s	3 GB	2.5 GB
528	perform_pairwise_association_test (374)	COMPLETED	0	9m 38s	3.3 GB	2.8 GB
766	perform_pairwise_association_test (612)	COMPLETED	0	9m 7s	3 GB	2.5 GB
431	perform_pairwise_association_test (277)	COMPLETED	0	9m 30s	3.3 GB	2.8 GB
1105	perform_pairwise_association_test (951)	COMPLETED	0	10m 56s	3 GB	2.5 GB
508	perform_pairwise_association_test (354)	COMPLETED	0	10m 29s	3 GB	2.6 GB
986	perform_pairwise_association_test (832)	COMPLETED	0	9m 7s	3 GB	2.5 GB
655	perform_pairwise_association_test (501)	COMPLETED	0	10m 25s	3 GB	2.6 GB
523	perform_pairwise_association_test (369)	COMPLETED	0	10m 12s	3 GB	2.5 GB
440	perform_pairwise_association_test (286)	COMPLETED	0	9m 28s	3 GB	2.5 GB
755	perform_pairwise_association_test (601)	COMPLETED	0	9m 13s	3 GB	2.6 GB
764	perform_pairwise_association_test (610)	COMPLETED	0	10m 13s	3.2 GB	2.7 GB
765	perform_pairwise_association_test (611)	COMPLETED	0	9m 23s	3 GB	2.5 GB
767	perform_pairwise_association_test (613)	COMPLETED	0	9m 29s	3 GB	2.5 GB
590	perform_pairwise_association_test (436)	COMPLETED	0	9m 12s	3 GB	2.5 GB
591	perform_pairwise_association_test (437)	COMPLETED	0	9m 42s	3 GB	2.5 GB
739	perform_pairwise_association_test (585)	COMPLETED	0	9m 32s	3 GB	2.5 GB
738	perform_pairwise_association_test (584)	COMPLETED	0	9m 46s	3 GB	2.5 GB
992	perform_pairwise_association_test (838)	COMPLETED	0	9m 15s	3 GB	2.5 GB
993	perform_pairwise_association_test (839)	COMPLETED	0	8m 50s	3 GB	2.6 GB
991	perform_pairwise_association_test (837)	COMPLETED	0	9m 28s	3 GB	2.5 GB
714	perform_pairwise_association_test (560)	COMPLETED	0	9m 59s	3 GB	2.5 GB
362	perform_pairwise_association_test (208)	COMPLETED	0	9m 40s	3 GB	2.5 GB
988	perform_pairwise_association_test (834)	COMPLETED	0	9m 34s	3 GB	2.5 GB
990	perform_pairwise_association_test (836)	COMPLETED	0	9m 33s	3 GB	2.5 GB
548	perform_pairwise_association_test (394)	COMPLETED	0	8m 59s	3.2 GB	2.6 GB
1108	perform_pairwise_association_test (954)	COMPLETED	0	8m 56s	3 GB	2.5 GB
1097	perform_pairwise_association_test (943)	COMPLETED	0	9m 26s	3 GB	2.5 GB
778	perform_pairwise_association_test (624)	COMPLETED	0	9m 43s	3 GB	2.5 GB
1029	perform_pairwise_association_test (875)	COMPLETED	0	14m	3 GB	2.5 GB
989	perform_pairwise_association_test (835)	COMPLETED	0	10m 25s	3 GB	2.5 GB
1106	perform_pairwise_association_test (952)	COMPLETED	0	9m 48s	3 GB	2.5 GB
1110	perform_pairwise_association_test (956)	COMPLETED	0	9m 35s	3 GB	2.5 GB
799	perform_pairwise_association_test (645)	COMPLETED	0	10m 1s	3 GB	2.5 GB
1133	perform_pairwise_association_test (979)	COMPLETED	0	8m 53s	3 GB	2.5 GB
768	perform_pairwise_association_test (614)	COMPLETED	0	7m 37s	3 GB	2.5 GB
777	perform_pairwise_association_test (623)	COMPLETED	0	10m 35s	3 GB	2.5 GB
829	perform_pairwise_association_test (675)	COMPLETED	0	9m 40s	3 GB	2.5 GB
588	perform_pairwise_association_test (434)	COMPLETED	0	9m 9s	3 GB	2.5 GB
825	perform_pairwise_association_test (671)	COMPLETED	0	10m 16s	3 GB	2.5 GB
852	perform_pairwise_association_test (698)	COMPLETED	0	9m 47s	3 GB	2.5 GB
1154	perform_pairwise_association_test (1000)	COMPLETED	0	9m 15s	3 GB	2.5 GB
1147	perform_pairwise_association_test (993)	COMPLETED	0	9m 30s	3 GB	2.5 GB
1151	perform_pairwise_association_test (997)	COMPLETED	0	9m 29s	3 GB	2.5 GB
1152	perform_pairwise_association_test (998)	COMPLETED	0	9m 37s	3 GB	2.5 GB
