task_id	name	status	exit	realtime	peak_vmem	peak_rss
364	perform_pairwise_association_test (210)	COMPLETED	0	9m 17s	3 GB	2.5 GB
374	perform_pairwise_association_test (220)	COMPLETED	0	9m 1s	3 GB	2.5 GB
576	perform_pairwise_association_test (422)	COMPLETED	0	10m 20s	3 GB	2.5 GB
930	perform_pairwise_association_test (776)	COMPLETED	0	9m	3 GB	2.5 GB
1007	perform_pairwise_association_test (853)	COMPLETED	0	7m 50s	3 GB	2.6 GB
371	perform_pairwise_association_test (217)	COMPLETED	0	9m 52s	4.2 GB	3.7 GB
372	perform_pairwise_association_test (218)	COMPLETED	0	9m 25s	3 GB	2.5 GB
373	perform_pairwise_association_test (219)	COMPLETED	0	9m 31s	3 GB	2.5 GB
673	perform_pairwise_association_test (519)	COMPLETED	0	9m 21s	3 GB	2.5 GB
685	perform_pairwise_association_test (531)	COMPLETED	0	9m 23s	3.3 GB	2.8 GB
687	perform_pairwise_association_test (533)	COMPLETED	0	9m 11s	3 GB	2.5 GB
686	perform_pairwise_association_test (532)	COMPLETED	0	9m 36s	3 GB	2.5 GB
694	perform_pairwise_association_test (540)	COMPLETED	0	9m 9s	3 GB	2.5 GB
695	perform_pairwise_association_test (541)	COMPLETED	0	9m 4s	3 GB	2.5 GB
708	perform_pairwise_association_test (554)	COMPLETED	0	9m 1s	3 GB	2.5 GB
697	perform_pairwise_association_test (543)	COMPLETED	0	9m 29s	3 GB	2.5 GB
665	perform_pairwise_association_test (511)	COMPLETED	0	9m 22s	3.3 GB	2.9 GB
711	perform_pairwise_association_test (557)	COMPLETED	0	9m 35s	3 GB	2.5 GB
710	perform_pairwise_association_test (556)	COMPLETED	0	9m 23s	3 GB	2.5 GB
1090	perform_pairwise_association_test (936)	COMPLETED	0	9m 45s	3 GB	2.5 GB
628	perform_pairwise_association_test (474)	COMPLETED	0	9m 30s	3 GB	2.5 GB
626	perform_pairwise_association_test (472)	COMPLETED	0	9m 25s	3.3 GB	2.8 GB
622	perform_pairwise_association_test (468)	COMPLETED	0	9m 18s	3 GB	2.5 GB
627	perform_pairwise_association_test (473)	COMPLETED	0	9m 44s	3 GB	2.5 GB
629	perform_pairwise_association_test (475)	COMPLETED	0	9m 37s	3 GB	2.6 GB
630	perform_pairwise_association_test (476)	COMPLETED	0	9m 28s	3 GB	2.5 GB
654	perform_pairwise_association_test (500)	COMPLETED	0	9m 41s	3 GB	2.5 GB
657	perform_pairwise_association_test (503)	COMPLETED	0	9m 18s	3 GB	2.5 GB
662	perform_pairwise_association_test (508)	COMPLETED	0	9m 36s	3 GB	2.6 GB
667	perform_pairwise_association_test (513)	COMPLETED	0	9m 15s	3 GB	2.5 GB
664	perform_pairwise_association_test (510)	COMPLETED	0	9m 13s	3 GB	2.5 GB
666	perform_pairwise_association_test (512)	COMPLETED	0	9m 6s	3 GB	2.5 GB
926	perform_pairwise_association_test (772)	COMPLETED	0	9m 5s	3 GB	2.5 GB
375	perform_pairwise_association_test (221)	COMPLETED	0	8m 37s	3 GB	2.5 GB
403	perform_pairwise_association_test (249)	COMPLETED	0	7m 48s	3 GB	2.5 GB
672	perform_pairwise_association_test (518)	COMPLETED	0	9m 12s	3 GB	2.5 GB
1109	perform_pairwise_association_test (955)	COMPLETED	0	14m 41s	3 GB	2.5 GB
663	perform_pairwise_association_test (509)	COMPLETED	0	9m 57s	3 GB	2.5 GB
668	perform_pairwise_association_test (514)	COMPLETED	0	9m 36s	3 GB	2.5 GB
671	perform_pairwise_association_test (517)	COMPLETED	0	9m 49s	3 GB	2.5 GB
670	perform_pairwise_association_test (516)	COMPLETED	0	9m 31s	3 GB	2.5 GB
740	perform_pairwise_association_test (586)	COMPLETED	0	9m 10s	3 GB	2.5 GB
741	perform_pairwise_association_test (587)	COMPLETED	0	9m 11s	3 GB	2.5 GB
742	perform_pairwise_association_test (588)	COMPLETED	0	9m 39s	3 GB	2.5 GB
743	perform_pairwise_association_test (589)	COMPLETED	0	9m 21s	3 GB	2.5 GB
914	perform_pairwise_association_test (760)	COMPLETED	0	8m 58s	3 GB	2.5 GB
927	perform_pairwise_association_test (773)	COMPLETED	0	9m 23s	3 GB	2.5 GB
514	perform_pairwise_association_test (360)	COMPLETED	0	8m 55s	3 GB	2.5 GB
1010	perform_pairwise_association_test (856)	COMPLETED	0	14m 6s	3 GB	2.5 GB
669	perform_pairwise_association_test (515)	COMPLETED	0	10m 1s	3 GB	2.5 GB
928	perform_pairwise_association_test (774)	COMPLETED	0	9m 57s	3 GB	2.5 GB
393	perform_pairwise_association_test (239)	COMPLETED	0	8m 56s	3 GB	2.5 GB
401	perform_pairwise_association_test (247)	COMPLETED	0	8m 58s	3 GB	2.5 GB
402	perform_pairwise_association_test (248)	COMPLETED	0	9m 15s	3 GB	2.5 GB
415	perform_pairwise_association_test (261)	COMPLETED	0	9m 16s	3 GB	2.5 GB
933	perform_pairwise_association_test (779)	COMPLETED	0	9m 31s	3 GB	2.5 GB
856	perform_pairwise_association_test (702)	COMPLETED	0	9m 4s	3 GB	2.5 GB
931	perform_pairwise_association_test (777)	COMPLETED	0	9m 46s	3 GB	2.5 GB
517	perform_pairwise_association_test (363)	COMPLETED	0	9m 26s	3 GB	2.5 GB
1118	perform_pairwise_association_test (964)	COMPLETED	0	9m 5s	3 GB	2.5 GB
1076	perform_pairwise_association_test (922)	COMPLETED	0	12m 22s	4.3 GB	3.8 GB
1119	perform_pairwise_association_test (965)	COMPLETED	0	9m 8s	3 GB	2.5 GB
414	perform_pairwise_association_test (260)	COMPLETED	0	10m 6s	3 GB	2.5 GB
935	perform_pairwise_association_test (781)	COMPLETED	0	10m 5s	3 GB	2.5 GB
954	perform_pairwise_association_test (800)	COMPLETED	0	9m 32s	3 GB	2.5 GB
966	perform_pairwise_association_test (812)	COMPLETED	0	9m 55s	3 GB	2.5 GB
965	perform_pairwise_association_test (811)	COMPLETED	0	9m 35s	3 GB	2.5 GB
967	perform_pairwise_association_test (813)	COMPLETED	0	9m 16s	3 GB	2.5 GB
1112	perform_pairwise_association_test (958)	COMPLETED	0	9m 27s	3 GB	2.5 GB
1091	perform_pairwise_association_test (937)	COMPLETED	0	9m 46s	3 GB	2.5 GB
1096	perform_pairwise_association_test (942)	COMPLETED	0	8m 57s	3 GB	2.6 GB
1098	perform_pairwise_association_test (944)	COMPLETED	0	9m 25s	3 GB	2.5 GB
1111	perform_pairwise_association_test (957)	COMPLETED	0	8m 47s	3 GB	2.5 GB
1113	perform_pairwise_association_test (959)	COMPLETED	0	9m 35s	3 GB	2.5 GB
1114	perform_pairwise_association_test (960)	COMPLETED	0	8m 54s	3 GB	2.5 GB
929	perform_pairwise_association_test (775)	COMPLETED	0	11m 4s	3 GB	2.5 GB
932	perform_pairwise_association_test (778)	COMPLETED	0	11m	3 GB	2.5 GB
500	perform_pairwise_association_test (346)	COMPLETED	0	9m 38s	3 GB	2.5 GB
509	perform_pairwise_association_test (355)	COMPLETED	0	9m 6s	3 GB	2.5 GB
1116	perform_pairwise_association_test (962)	COMPLETED	0	10m 14s	3 GB	2.5 GB
1120	perform_pairwise_association_test (966)	COMPLETED	0	9m 38s	3 GB	2.5 GB
501	perform_pairwise_association_test (347)	COMPLETED	0	9m 47s	3 GB	2.5 GB
1137	perform_pairwise_association_test (983)	COMPLETED	0	9m 31s	3 GB	2.5 GB
1136	perform_pairwise_association_test (982)	COMPLETED	0	9m 16s	3 GB	2.5 GB
1145	perform_pairwise_association_test (991)	COMPLETED	0	9m 31s	3 GB	2.5 GB
1146	perform_pairwise_association_test (992)	COMPLETED	0	9m 6s	3 GB	2.5 GB
387	perform_pairwise_association_test (233)	COMPLETED	0	8m 40s	3 GB	2.5 GB
389	perform_pairwise_association_test (235)	COMPLETED	0	8m 56s	3 GB	2.5 GB
388	perform_pairwise_association_test (234)	COMPLETED	0	8m 55s	3 GB	2.5 GB
790	perform_pairwise_association_test (636)	COMPLETED	0	7m 36s	3 GB	2.5 GB
381	perform_pairwise_association_test (227)	COMPLETED	0	9m 24s	3 GB	2.5 GB
510	perform_pairwise_association_test (356)	COMPLETED	0	10m 39s	3 GB	2.5 GB
512	perform_pairwise_association_test (358)	COMPLETED	0	10m 4s	3 GB	2.5 GB
751	perform_pairwise_association_test (597)	COMPLETED	0	9m 20s	3 GB	2.5 GB
968	perform_pairwise_association_test (814)	COMPLETED	0	11m 46s	3 GB	2.6 GB
769	perform_pairwise_association_test (615)	COMPLETED	0	9m 38s	3 GB	2.5 GB
1129	perform_pairwise_association_test (975)	COMPLETED	0	8m 42s	3 GB	2.5 GB
1075	perform_pairwise_association_test (921)	COMPLETED	0	9m 37s	3 GB	2.5 GB
1130	perform_pairwise_association_test (976)	COMPLETED	0	9m 35s	3 GB	2.5 GB
955	perform_pairwise_association_test (801)	COMPLETED	0	12m 24s	3 GB	2.5 GB
1074	perform_pairwise_association_test (920)	COMPLETED	0	10m 13s	3 GB	2.5 GB
530	perform_pairwise_association_test (376)	COMPLETED	0	9m 46s	3 GB	2.5 GB
533	perform_pairwise_association_test (379)	COMPLETED	0	9m 20s	3 GB	2.5 GB
494	perform_pairwise_association_test (340)	COMPLETED	0	8m 58s	3 GB	2.5 GB
589	perform_pairwise_association_test (435)	COMPLETED	0	8m 14s	3 GB	2.5 GB
520	perform_pairwise_association_test (366)	COMPLETED	0	10m 9s	3 GB	2.5 GB
532	perform_pairwise_association_test (378)	COMPLETED	0	10m 2s	3 GB	2.5 GB
531	perform_pairwise_association_test (377)	COMPLETED	0	9m 59s	3 GB	2.5 GB
1009	perform_pairwise_association_test (855)	COMPLETED	0	9m 13s	3 GB	2.5 GB
798	perform_pairwise_association_test (644)	COMPLETED	0	9m 25s	3 GB	2.5 GB
417	perform_pairwise_association_test (263)	COMPLETED	0	9m 3s	3 GB	2.5 GB
586	perform_pairwise_association_test (432)	COMPLETED	0	8m 41s	3 GB	2.5 GB
392	perform_pairwise_association_test (238)	COMPLETED	0	9m 37s	3 GB	2.5 GB
855	perform_pairwise_association_test (701)	COMPLETED	0	9m 26s	3 GB	2.5 GB
391	perform_pairwise_association_test (237)	COMPLETED	0	9m 44s	3.1 GB	2.6 GB
416	perform_pairwise_association_test (262)	COMPLETED	0	9m 39s	3 GB	2.5 GB
581	perform_pairwise_association_test (427)	COMPLETED	0	9m 13s	3 GB	2.5 GB
582	perform_pairwise_association_test (428)	COMPLETED	0	9m 18s	3 GB	2.5 GB
1143	perform_pairwise_association_test (989)	COMPLETED	0	9m 20s	3 GB	2.5 GB
420	perform_pairwise_association_test (266)	COMPLETED	0	9m 37s	3 GB	2.5 GB
587	perform_pairwise_association_test (433)	COMPLETED	0	9m 37s	3.2 GB	2.8 GB
620	perform_pairwise_association_test (466)	COMPLETED	0	9m 22s	3 GB	2.5 GB
422	perform_pairwise_association_test (268)	COMPLETED	0	9m 18s	3 GB	2.5 GB
1144	perform_pairwise_association_test (990)	COMPLETED	0	10m 3s	3 GB	2.5 GB
425	perform_pairwise_association_test (271)	COMPLETED	0	9m 47s	3 GB	2.5 GB
424	perform_pairwise_association_test (270)	COMPLETED	0	9m 31s	3 GB	2.5 GB
441	perform_pairwise_association_test (287)	COMPLETED	0	9m 10s	3 GB	2.5 GB
426	perform_pairwise_association_test (272)	COMPLETED	0	9m 44s	3 GB	2.5 GB
429	perform_pairwise_association_test (275)	COMPLETED	0	9m 36s	3 GB	2.5 GB
448	perform_pairwise_association_test (294)	COMPLETED	0	8m 20s	3 GB	2.5 GB
443	perform_pairwise_association_test (289)	COMPLETED	0	9m 24s	3 GB	2.5 GB
444	perform_pairwise_association_test (290)	COMPLETED	0	9m 43s	3 GB	2.5 GB
445	perform_pairwise_association_test (291)	COMPLETED	0	9m 38s	3 GB	2.5 GB
1005	perform_pairwise_association_test (851)	COMPLETED	0	8m 50s	3 GB	2.5 GB
551	perform_pairwise_association_test (397)	COMPLETED	0	8m 55s	3 GB	2.5 GB
574	perform_pairwise_association_test (420)	COMPLETED	0	9m 33s	3 GB	2.5 GB
1073	perform_pairwise_association_test (919)	COMPLETED	0	14m 23s	3 GB	2.5 GB
446	perform_pairwise_association_test (292)	COMPLETED	0	9m 34s	3 GB	2.5 GB
969	perform_pairwise_association_test (815)	COMPLETED	0	9m 38s	3 GB	2.5 GB
970	perform_pairwise_association_test (816)	COMPLETED	0	9m 27s	3 GB	2.6 GB
971	perform_pairwise_association_test (817)	COMPLETED	0	9m 18s	3 GB	2.5 GB
447	perform_pairwise_association_test (293)	COMPLETED	0	9m 31s	3 GB	2.5 GB
999	perform_pairwise_association_test (845)	COMPLETED	0	9m 14s	3 GB	2.5 GB
1006	perform_pairwise_association_test (852)	COMPLETED	0	9m 8s	3 GB	2.5 GB
997	perform_pairwise_association_test (843)	COMPLETED	0	9m 40s	3.3 GB	2.8 GB
1004	perform_pairwise_association_test (850)	COMPLETED	0	9m 49s	3 GB	2.5 GB
1015	perform_pairwise_association_test (861)	COMPLETED	0	9m 19s	3 GB	2.6 GB
1014	perform_pairwise_association_test (860)	COMPLETED	0	9m 14s	3 GB	2.5 GB
577	perform_pairwise_association_test (423)	COMPLETED	0	9m 10s	3 GB	2.5 GB
578	perform_pairwise_association_test (424)	COMPLETED	0	9m 7s	3 GB	2.5 GB
616	perform_pairwise_association_test (462)	COMPLETED	0	9m 24s	3 GB	2.5 GB
796	perform_pairwise_association_test (642)	COMPLETED	0	9m 15s	3 GB	2.5 GB
579	perform_pairwise_association_test (425)	COMPLETED	0	9m 43s	3 GB	2.5 GB
580	perform_pairwise_association_test (426)	COMPLETED	0	9m 32s	3 GB	2.5 GB
594	perform_pairwise_association_test (440)	COMPLETED	0	9m 45s	3 GB	2.5 GB
1135	perform_pairwise_association_test (981)	COMPLETED	0	9m 35s	3 GB	2.6 GB
779	perform_pairwise_association_test (625)	COMPLETED	0	9m 22s	3 GB	2.5 GB
451	perform_pairwise_association_test (297)	COMPLETED	0	9m 29s	3 GB	2.5 GB
745	perform_pairwise_association_test (591)	COMPLETED	0	9m 20s	3 GB	2.5 GB
465	perform_pairwise_association_test (311)	COMPLETED	0	8m 57s	3 GB	2.5 GB
497	perform_pairwise_association_test (343)	COMPLETED	0	9m 11s	3 GB	2.5 GB
797	perform_pairwise_association_test (643)	COMPLETED	0	9m 48s	3 GB	2.5 GB
492	perform_pairwise_association_test (338)	COMPLETED	0	9m 13s	3 GB	2.5 GB
746	perform_pairwise_association_test (592)	COMPLETED	0	7m 46s	3 GB	2.5 GB
480	perform_pairwise_association_test (326)	COMPLETED	0	9m 42s	3 GB	2.5 GB
484	perform_pairwise_association_test (330)	COMPLETED	0	9m 1s	3 GB	2.5 GB
491	perform_pairwise_association_test (337)	COMPLETED	0	9m 21s	3 GB	2.5 GB
493	perform_pairwise_association_test (339)	COMPLETED	0	9m 30s	3 GB	2.5 GB
496	perform_pairwise_association_test (342)	COMPLETED	0	9m 1s	3 GB	2.5 GB
498	perform_pairwise_association_test (344)	COMPLETED	0	9m 21s	3 GB	2.5 GB
499	perform_pairwise_association_test (345)	COMPLETED	0	9m 28s	3 GB	2.5 GB
513	perform_pairwise_association_test (359)	COMPLETED	0	8m 52s	3 GB	2.5 GB
519	perform_pairwise_association_test (365)	COMPLETED	0	9m 6s	3 GB	2.5 GB
464	perform_pairwise_association_test (310)	COMPLETED	0	9m 26s	3 GB	2.5 GB
466	perform_pairwise_association_test (312)	COMPLETED	0	9m 24s	3 GB	2.5 GB
481	perform_pairwise_association_test (327)	COMPLETED	0	9m 29s	3 GB	2.5 GB
544	perform_pairwise_association_test (390)	COMPLETED	0	9m 9s	3 GB	2.5 GB
390	perform_pairwise_association_test (236)	COMPLETED	0	14m 58s	3 GB	2.5 GB
482	perform_pairwise_association_test (328)	COMPLETED	0	10m 13s	3 GB	2.5 GB
546	perform_pairwise_association_test (392)	COMPLETED	0	9m 59s	3 GB	2.5 GB
934	perform_pairwise_association_test (780)	COMPLETED	0	9m 17s	3 GB	2.5 GB
942	perform_pairwise_association_test (788)	COMPLETED	0	9m 21s	3 GB	2.5 GB
518	perform_pairwise_association_test (364)	COMPLETED	0	9m 55s	3 GB	2.5 GB
529	perform_pairwise_association_test (375)	COMPLETED	0	9m 40s	3 GB	2.5 GB
534	perform_pairwise_association_test (380)	COMPLETED	0	10m 21s	3 GB	2.5 GB
535	perform_pairwise_association_test (381)	COMPLETED	0	10m 2s	3 GB	2.5 GB
550	perform_pairwise_association_test (396)	COMPLETED	0	9m 40s	3 GB	2.5 GB
575	perform_pairwise_association_test (421)	COMPLETED	0	9m 1s	3 GB	2.5 GB
619	perform_pairwise_association_test (465)	COMPLETED	0	9m 2s	3 GB	2.5 GB
770	perform_pairwise_association_test (616)	COMPLETED	0	8m 57s	3 GB	2.5 GB
950	perform_pairwise_association_test (796)	COMPLETED	0	9m 10s	3 GB	2.5 GB
936	perform_pairwise_association_test (782)	COMPLETED	0	9m 39s	3 GB	2.5 GB
952	perform_pairwise_association_test (798)	COMPLETED	0	9m 30s	3 GB	2.5 GB
953	perform_pairwise_association_test (799)	COMPLETED	0	10m 12s	3 GB	2.5 GB
972	perform_pairwise_association_test (818)	COMPLETED	0	9m 32s	3 GB	2.5 GB
973	perform_pairwise_association_test (819)	COMPLETED	0	9m 48s	3 GB	2.5 GB
974	perform_pairwise_association_test (820)	COMPLETED	0	9m 29s	3 GB	2.5 GB
495	perform_pairwise_association_test (341)	COMPLETED	0	11m 48s	3 GB	2.5 GB
547	perform_pairwise_association_test (393)	COMPLETED	0	10m 12s	3 GB	2.5 GB
549	perform_pairwise_association_test (395)	COMPLETED	0	10m 56s	3 GB	2.6 GB
749	perform_pairwise_association_test (595)	COMPLETED	0	9m 50s	3 GB	2.5 GB
996	perform_pairwise_association_test (842)	COMPLETED	0	8m 43s	3 GB	2.6 GB
618	perform_pairwise_association_test (464)	COMPLETED	0	11m 6s	3 GB	2.5 GB
994	perform_pairwise_association_test (840)	COMPLETED	0	9m 57s	3 GB	2.5 GB
1071	perform_pairwise_association_test (917)	COMPLETED	0	9m 36s	3 GB	2.5 GB
1072	perform_pairwise_association_test (918)	COMPLETED	0	10m 7s	3 GB	2.5 GB
1134	perform_pairwise_association_test (980)	COMPLETED	0	9m 33s	3 GB	2.5 GB
1142	perform_pairwise_association_test (988)	COMPLETED	0	8m 56s	3 GB	2.5 GB
1053	perform_pairwise_association_test (899)	COMPLETED	0	10m 24s	3 GB	2.5 GB
998	perform_pairwise_association_test (844)	COMPLETED	0	15m 31s	3 GB	2.5 GB
1138	perform_pairwise_association_test (984)	COMPLETED	0	10m 39s	3 GB	2.5 GB
1140	perform_pairwise_association_test (986)	COMPLETED	0	11m 2s	3 GB	2.5 GB
1155	combine_results	COMPLETED	0	4.4s	533 MB	164 MB
