"","replicate_id","overshoot_ratio","subsample","replicate_id.1","overshoot_ratio.1","subsample.1","replicate_id.2","overshoot_ratio.2","subsample.2","replicate_id.3","overshoot_ratio.3","subsample.3","replicate_id.4","overshoot_ratio.4","subsample.4","replicate_id.5","overshoot_ratio.5","subsample.5","replicate_id.6","overshoot_ratio.6","subsample.6","replicate_id.7","overshoot_ratio.7","subsample.7","replicate_id.8","overshoot_ratio.8","subsample.8","replicate_id.9","overshoot_ratio.9","subsample.9"
"1",1,2.10822847116487,1000,1,8.10952040380397,1000,1,4.98906008166156,1000,1,75.4766300436471,1000,1,52.2845350029777,1000,1,25.6040719947503,1000,1,9.2190893259958,1000,1,36.9157709827317,1000,1,121.538626730938,1000,1,44.0708288723057,1000
"2",2,16.4270311454273,1000,2,40.9446747663966,1000,2,10.4259713117172,1000,2,82.7234535592358,1000,2,23.0301189041826,1000,2,46.6650536005364,1000,2,295.378206772068,1000,2,14.554203338224,1000,2,36.9024896393733,1000,2,91.8587182779373,1000
"3",3,16.8305532836976,1000,3,1.97162206596878,1000,3,14.980686724686,1000,3,23.6653499650963,1000,3,58.8838461172025,1000,3,11.2627331366688,1000,3,11.8248434341828,1000,3,31.7398705577454,1000,3,17.0479556469594,1000,3,147.75413752281,1000
"4",4,13.8660388333212,1000,4,17.5231500254613,1000,4,13.2895250677167,1000,4,69.86861883434,1000,4,67.3255494018199,1000,4,38.6225106173532,1000,4,49.0619090727062,1000,4,25.0574284731242,1000,4,88.5765893261725,1000,4,31.1402133752303,1000
"5",5,4.81042133251286,1000,5,89.9889474628157,1000,5,13.1520588847023,1000,5,122.164981513889,1000,5,40.1058565859869,1000,5,60.1067091194507,1000,5,3.90501486116079,1000,5,42.3888706172826,1000,5,69.9134745287211,1000,5,83.2479128118124,1000
"6",6,2.82087188917535,1000,6,37.3955064858378,1000,6,81.7050116582674,1000,6,10.8801995670871,1000,6,44.666330769183,1000,6,21.4933817334506,1000,6,63.1928305430962,1000,6,18.3085927547233,1000,6,22.0792687430249,1000,6,51.8673342578213,1000
"7",7,8.06132781731028,1000,7,18.9291004194847,1000,7,36.1030540160845,1000,7,103.928052001118,1000,7,84.7626241437749,1000,7,76.5262362033947,1000,7,87.901571725274,1000,7,51.4837637234311,1000,7,50.7894962295086,1000,7,75.8965415559587,1000
"8",8,1.3640151038923,1000,8,66.2120902245156,1000,8,153.728864199698,1000,8,42.2210383241028,1000,8,8.97097529054536,1000,8,83.4272998620711,1000,8,8.16879794129366,1000,8,16.86857809714,1000,8,41.141993782029,1000,8,132.790351621509,1000
"9",9,1.31069923624507,1000,9,36.8355158597455,1000,9,9.3772959171734,1000,9,31.4405753738256,1000,9,3.88180991511833,1000,9,58.9753841275353,1000,9,2.024546693924,1000,9,82.6096199358472,1000,9,16.7568371258087,1000,9,137.140591923407,1000
"10",10,1.75467496800197,1000,10,108.066915042121,1000,10,48.2048690805814,1000,10,43.0738445565904,1000,10,29.6386802181969,1000,10,25.7176166995499,1000,10,17.3764012601496,1000,10,32.5014836923043,1000,10,5.14774258218997,1000,10,93.0166314231318,1000
"11",11,7.57268901796504,1000,11,46.0264346831662,1000,11,33.3280495676602,1000,11,20.1457716857867,1000,11,8.74751942467888,1000,11,119.16945659865,1000,11,58.9321070631699,1000,11,14.7888959991072,1000,11,54.659319523559,1000,11,118.837569892005,1000
"12",12,2.33876923598775,1000,12,7.02631306026546,1000,12,79.8371397707887,1000,12,53.553208626167,1000,12,17.8284812360485,1000,12,11.1625557807082,1000,12,13.6634457348017,1000,12,62.7011589790505,1000,12,9.40334810988763,1000,12,76.2625018736807,1000
"13",13,26.0499916446721,1000,13,2.03604365140751,1000,13,65.0783323562498,1000,13,128.642172773019,1000,13,46.8196661727094,1000,13,117.267552311434,1000,13,9.84929372283005,1000,13,51.1805603806703,1000,13,32.8559782993676,1000,13,32.5098878803387,1000
"14",14,1.22141229940981,1000,14,25.7798259620523,1000,14,78.8331496067829,1000,14,59.3862554300661,1000,14,141.413624113418,1000,14,52.5928691660404,1000,14,121.633212905448,1000,14,30.2329127877754,1000,14,56.0063847825476,1000,14,2.55059809878277,1000
"15",15,3.81096612387388,1000,15,122.901159981642,1000,15,96.8611453181334,1000,15,41.0443461590693,1000,15,60.6179622759662,1000,15,140.402389402922,1000,15,75.2827286057023,1000,15,21.03984677711,1000,15,16.8423857167532,1000,15,191.30265090988,1000
"16",16,1.32320744032198,1000,16,163.549895977838,1000,16,7.22818766283884,1000,16,60.9861627793862,1000,16,12.9927709863531,1000,16,9.58322790600707,1000,16,2.47969446972029,1000,16,23.5411095528826,1000,16,55.3609460975102,1000,16,19.8857395986407,1000
"17",17,3.67379957117997,1000,17,23.3492229842314,1000,17,59.0440843890705,1000,17,2.95261526550572,1000,17,22.0129078044529,1000,17,4.37010329248921,1000,17,137.09865475815,1000,17,43.006102647869,1000,17,68.8878761458733,1000,17,36.6754311097339,1000
"18",18,1.53114015428001,1000,18,1.43994751441524,1000,18,95.0118502009323,1000,18,4.14401587494062,1000,18,55.6240003348363,1000,18,35.986308462066,1000,18,77.6735730519229,1000,18,17.3899781443831,1000,18,56.8330645895565,1000,18,38.4043795911504,1000
"19",19,42.3459828409634,1000,19,26.2485017868408,1000,19,11.424028821938,1000,19,95.8375578191839,1000,19,15.8281313679287,1000,19,35.9365366730535,1000,19,64.6132972906277,1000,19,22.5134199215604,1000,19,70.2409374288171,1000,19,137.276121957264,1000
