"","replicate_id","overshoot_ratio","subsample","replicate_id.1","overshoot_ratio.1","subsample.1","replicate_id.2","overshoot_ratio.2","subsample.2","replicate_id.3","overshoot_ratio.3","subsample.3","replicate_id.4","overshoot_ratio.4","subsample.4","replicate_id.5","overshoot_ratio.5","subsample.5","replicate_id.6","overshoot_ratio.6","subsample.6","replicate_id.7","overshoot_ratio.7","subsample.7","replicate_id.8","overshoot_ratio.8","subsample.8","replicate_id.9","overshoot_ratio.9","subsample.9"
"45",45,1.0557738477634,1000,45,1.10989361445783,1000,45,0.905777964989854,1000,45,0.834246015873574,1000,45,0.835100490627522,1000,45,0.839554945835544,1000,45,1.86331129630249,1000,45,1.97250416843316,1000,45,2.6074913373475,1000,45,2.76080021270715,1000
"46",46,1.12627953564296,1000,46,0.915002188533759,1000,46,2.57733173654184,1000,46,3.64996739120604,1000,46,1.61665492049989,1000,46,3.72251029127786,1000,46,0.960181187951615,1000,46,3.18396745432667,1000,46,0.960073292758053,1000,46,3.88739803101057,1000
"47",47,1.28576596826058,1000,47,0.802160045418517,1000,47,0.919928848074568,1000,47,3.80942570260556,1000,47,1.15642460882186,1000,47,1.59840131278768,1000,47,1.06628627904656,1000,47,2.83224404579174,1000,47,0.827637873956896,1000,47,5.95210725119477,1000
"48",48,1.07614281482862,1000,48,0.99612184920207,1000,48,1.68077892772622,1000,48,0.829122070820837,1000,48,1.29334161756978,1000,48,1.07433490762719,1000,48,3.13119760113208,1000,48,1.52039148827614,1000,48,3.10514689430552,1000,48,2.46269929485501,1000
"49",49,1.17675882616052,1000,49,0.920996316666188,1000,49,1.02512648523789,1000,49,1.89466229119639,1000,49,1.17910504148962,1000,49,1.76791585675003,1000,49,0.91774913973823,1000,49,1.61025156983139,1000,49,0.993118516207092,1000,49,12.1402029240714,1000
"50",50,0.889527172676073,1000,50,1.18551618370258,1000,50,1.81928149320942,1000,50,1.38390264998443,1000,50,0.826102011731354,1000,50,1.68005939876759,1000,50,1.55620915871443,1000,50,1.41561788101165,1000,50,2.10612531087451,1000,50,12.3943898818757,1000
"51",51,1.0776268067287,1000,51,0.867633833289321,1000,51,1.41562763937286,1000,51,1.06323961488763,1000,51,0.823640123676815,1000,51,0.990948489212134,1000,51,1.63624049108468,1000,51,0.889163615369726,1000,51,1.14044434787764,1000,51,3.84445046393567,1000
"52",52,1.19988383374756,1000,52,0.824302659571457,1000,52,0.92318391948453,1000,52,0.891076510319139,1000,52,0.981871529470471,1000,52,3.13014218727476,1000,52,1.87520916695993,1000,52,2.60757790790165,1000,52,0.733990440952534,1000,52,6.1587748717784,1000
"53",53,1.12256585754345,1000,53,0.987352761348786,1000,53,2.61952852096958,1000,53,1.66407617853137,1000,53,0.939286661791456,1000,53,1.67382625023491,1000,53,1.1547973593172,1000,53,0.876503829871253,1000,53,5.92583676591318,1000,53,2.89311468857015,1000
"54",54,1.1956216013125,1000,54,0.908431478415689,1000,54,0.864870022013774,1000,54,0.85089204523994,1000,54,1.26237275223712,1000,54,1.61509271736435,1000,54,0.759227462847693,1000,54,0.838611365584946,1000,54,4.94262712091853,1000,54,3.31109124960773,1000
"55",55,0.887420776820128,1000,55,2.17062015057667,1000,55,1.08740145576471,1000,55,0.844293163795184,1000,55,1.541256678455,1000,55,1.45925321406751,1000,55,1.19464227098937,1000,55,1.28833522996444,1000,55,2.31717072183835,1000,55,2.90338920099903,1000
"56",56,1.33725705246852,1000,56,0.837572698041248,1000,56,2.15836690968807,1000,56,1.04565430126937,1000,56,3.16260262754886,1000,56,2.57044285483333,1000,56,3.00438981605659,1000,56,5.91160929876476,1000,56,1.79542068067806,1000,56,1.63884740952328,1000
"57",57,0.915563250351666,1000,57,1.0955747378082,1000,57,0.804975450709095,1000,57,1.14952960717835,1000,57,1.32727999403448,1000,57,1.5413082473911,1000,57,2.11412481435333,1000,57,1.26149987520987,1000,57,4.22753417571586,1000,57,3.93610328732752,1000
"58",58,1.10105364372941,1000,58,1.10121394851919,1000,58,1.0212326047232,1000,58,1.54967213094149,1000,58,1.5446324651669,1000,58,1.09624265082017,1000,58,3.1047589256458,1000,58,1.3597849655711,1000,58,3.99294850567111,1000,58,4.15503600325051,1000
"59",59,1.09511806699868,1000,59,1.31132845470843,1000,59,1.28822183957378,1000,59,0.986403821573772,1000,59,0.958712287841387,1000,59,1.52255957972222,1000,59,1.04803187760821,1000,59,0.786341790878736,1000,59,7.37401292482676,1000,59,2.48716525949813,1000
"60",60,1.24456571968627,1000,60,0.989583679503626,1000,60,2.0365953194601,1000,60,0.934866284778123,1000,60,1.88436385348206,1000,60,1.33473600462523,1000,60,0.783680956925606,1000,60,1.29591176639687,1000,60,1.66459788887296,1000,60,3.39014228000884,1000
"61",61,1.13013253994126,1000,61,0.934238109169346,1000,61,0.879165291685841,1000,61,0.827131788873736,1000,61,1.07339657500698,1000,61,1.11960480158147,1000,61,4.5265628622615,1000,61,1.50842898441259,1000,61,3.43446702807948,1000,61,4.48016499485226,1000
"62",62,0.857747622137849,1000,62,1.44463648111722,1000,62,1.00244798801019,1000,62,0.870043228570841,1000,62,1.1525835367158,1000,62,1.50757373444539,1000,62,0.996894338422399,1000,62,0.953942935040011,1000,62,2.28643081908175,1000,62,2.54753504583047,1000
"63",63,1.24263049207181,1000,63,2.07881422263911,1000,63,0.877899157726472,1000,63,0.974099059894303,1000,63,4.20427029249604,1000,63,1.20794387766596,1000,63,1.00210084420282,1000,63,2.68848283755909,1000,63,2.09870705510928,1000,63,2.8550194371552,1000
"64",64,1.31103755576214,1000,64,0.938346367773843,1000,64,0.887151119258249,1000,64,1.37856306409861,1000,64,1.59551395215359,1000,64,1.64829580926653,1000,64,0.939299483917018,1000,64,2.32074352560016,1000,64,1.44216103836192,1000,64,3.43980727263587,1000
"65",65,1.04107316950565,1000,65,0.996486449619621,1000,65,0.884002684797093,1000,65,1.14395176528039,1000,65,1.78481848639815,1000,65,0.96620507204331,1000,65,0.85125421580769,1000,65,2.21441754362826,1000,65,1.69730194355955,1000,65,3.01569837988748,1000
"66",66,1.09168296856954,1000,66,0.88390953202246,1000,66,1.38361139549459,1000,66,0.955775415589271,1000,66,0.800947271999003,1000,66,3.61140351603304,1000,66,1.79324681047675,1000,66,1.21799965147478,1000,66,5.26353619985653,1000,66,2.56274356372424,1000
"67",67,1.08810662412677,1000,67,1.49124331089766,1000,67,1.54151611401754,1000,67,1.28620325315543,1000,67,2.23841216963061,1000,67,6.15634992461412,1000,67,1.5153729081667,1000,67,0.849252258463743,1000,67,2.39428365628735,1000,67,2.8593045755916,1000
"68",68,1.10721029212724,1000,68,0.96020918836782,1000,68,1.80950683843495,1000,68,0.873389867758553,1000,68,0.887309776113691,1000,68,1.1856587953713,1000,68,2.74708076683758,1000,68,1.44681002017383,1000,68,1.66010270960526,1000,68,4.34334647277379,1000
"69",69,1.11977982529131,1000,69,1.39790704816609,1000,69,0.857560380276907,1000,69,1.44999786062237,1000,69,1.25208427637697,1000,69,2.13566401465546,1000,69,0.794115662118101,1000,69,2.49654704174237,1000,69,1.02522937707171,1000,69,3.86383841214366,1000
"70",70,1.007660941591,1000,70,1.27389776312305,1000,70,0.96400501987115,1000,70,2.24130835577707,1000,70,3.45355895263189,1000,70,1.08345567373885,1000,70,1.43340149269186,1000,70,1.84340500799433,1000,70,4.06945331002384,1000,70,2.98557409541459,1000
"71",71,1.4182613379676,1000,71,0.946555951970284,1000,71,2.59583192998569,1000,71,1.5493396507027,1000,71,1.2735525348442,1000,71,1.53964959310647,1000,71,2.46061710706453,1000,71,2.22295129322412,1000,71,1.09985128672885,1000,71,2.91387712072403,1000
"72",72,1.08225687158012,1000,72,0.874628388597876,1000,72,0.92487322832745,1000,72,1.94520756631733,1000,72,1.17208800791937,1000,72,2.74427408249809,1000,72,0.812655996169848,1000,72,1.40211511900912,1000,72,4.98735763302394,1000,72,8.04636034925643,1000
"73",73,1.2299471229115,1000,73,1.12636172733884,1000,73,1.05724425417917,1000,73,4.48789598499477,1000,73,0.863695016875671,1000,73,0.96230243686477,1000,73,2.22260388635628,1000,73,0.913485503829269,1000,73,1.03436538911872,1000,73,3.04452149204604,1000
"74",74,0.834690634266449,1000,74,1.22489231016279,1000,74,1.2572432274871,1000,74,0.891679813060969,1000,74,0.845080700794024,1000,74,1.12876069251981,1000,74,3.66554145830362,1000,74,3.74626725659825,1000,74,4.16734461554658,1000,74,2.50870806087852,1000
"75",75,1.04445134106989,1000,75,0.824123358568662,1000,75,0.913729158429796,1000,75,1.33546960805639,1000,75,1.94394151744603,1000,75,1.87861489113862,1000,75,0.771756457110613,1000,75,4.12338004994995,1000,75,0.811854793112579,1000,75,1.59934508850648,1000
"76",76,0.957051818060808,1000,76,1.12694021748699,1000,76,1.31373779415078,1000,76,1.64049582242577,1000,76,2.36511408587085,1000,76,1.45072219842108,1000,76,0.884896947755996,1000,76,0.90449982620146,1000,76,4.26331519326473,1000,76,2.527992781165,1000
"77",77,1.03450651542685,1000,77,0.873429224248883,1000,77,0.919223713361464,1000,77,0.996400999215646,1000,77,0.881717729357862,1000,77,1.92423016658439,1000,77,0.764720534430717,1000,77,2.19531411794077,1000,77,1.89639527173324,1000,77,5.81815710810063,1000
"78",78,1.08348200061837,1000,78,1.12442814041769,1000,78,1.39359351672974,1000,78,0.733912019388452,1000,78,1.19626062723545,1000,78,0.741490770362339,1000,78,1.91118456735725,1000,78,1.05164248159334,1000,78,0.93543055094796,1000,78,3.5098063096172,1000
"79",79,1.11156177049271,1000,79,1.16664533150591,1000,79,0.943536504896737,1000,79,1.03047735977733,1000,79,1.14740783998782,1000,79,3.70754453083887,1000,79,1.8768365873667,1000,79,1.36986901809573,1000,79,0.945495170173727,1000,79,5.66479050470026,1000
"80",80,1.27642342541579,1000,80,0.824660908081297,1000,80,3.16239386041195,1000,80,1.48052747148686,1000,80,1.28867604045377,1000,80,1.3366236996962,1000,80,3.65675930602045,1000,80,3.1698058670691,1000,80,4.03163782939364,1000,80,6.44468969088763,1000
"81",81,1.04794704179671,1000,81,1.33808289587446,1000,81,0.989834029020272,1000,81,1.19181164785007,1000,81,2.13516378386736,1000,81,1.18359797518221,1000,81,1.16613923384704,1000,81,0.809997061267022,1000,81,1.09006890490204,1000,81,5.02352371647419,1000
"82",82,0.908284233209191,1000,82,0.960381308563325,1000,82,0.957135236767683,1000,82,0.794903619241466,1000,82,0.772265600705566,1000,82,0.962219913334244,1000,82,1.21911865213695,1000,82,2.90221817975752,1000,82,2.2205976353773,1000,82,5.12690096049484,1000
"83",83,1.09578997660429,1000,83,1.39865496713172,1000,83,1.41122268176308,1000,83,1.56299913905977,1000,83,1.2080718288744,1000,83,1.03798633367455,1000,83,3.01426560365843,1000,83,1.86901876589959,1000,83,2.91089509620313,1000,83,1.96634348200634,1000
"84",84,0.913728813675755,1000,84,1.01117379374621,1000,84,1.05755075414462,1000,84,0.872136087177861,1000,84,1.00877728247288,1000,84,1.80654618248122,1000,84,0.896968969364213,1000,84,3.34489019678722,1000,84,0.897895008883376,1000,84,0.993216584643797,1000
"85",85,0.970665707193721,1000,85,1.87736004554311,1000,85,0.931104489658128,1000,85,1.5927976809188,1000,85,1.0126084164809,1000,85,1.21335198489064,1000,85,1.93277795415811,1000,85,2.88577573060316,1000,85,2.7328367071866,1000,85,4.61761350486478,1000
"86",86,1.28742041024771,1000,86,1.13339913172635,1000,86,0.948001597274084,1000,86,1.01498906519955,1000,86,0.924097843123534,1000,86,2.39767806046883,1000,86,1.97712280151287,1000,86,0.970848230026526,1000,86,1.59025402771684,1000,86,4.0367427144028,1000
"87",87,0.958364925484987,1000,87,0.878853798416902,1000,87,1.30972874742841,1000,87,1.45450690675001,1000,87,3.22003286876149,1000,87,4.12270792214549,1000,87,0.846872161708806,1000,87,5.17415212241391,1000,87,0.961861585638714,1000,87,1.80527119837147,1000
"88",88,1.30141976974428,1000,88,1.24929993060068,1000,88,2.22678393882458,1000,88,1.53155652851488,1000,88,1.78134286271669,1000,88,0.756931371312365,1000,88,1.09215535977134,1000,88,2.264724765034,1000,88,1.03037704965447,1000,88,5.72423644685238,1000
"89",89,0.965656702981968,1000,89,1.10808569246567,1000,89,0.940385144092139,1000,89,0.863388811631716,1000,89,1.15784991845212,1000,89,1.16812916411463,1000,89,0.814078800541876,1000,89,1.44790936223566,1000,89,1.20630244991315,1000,89,3.20820685090633,1000
"90",90,1.25983497154396,1000,90,1.02695303481439,1000,90,0.912672575860096,1000,90,0.880864104601251,1000,90,1.51616787820287,1000,90,0.816377058510318,1000,90,3.05902076866174,1000,90,0.921734953844962,1000,90,4.60923573571415,1000,90,2.83760775891924,1000
"91",91,0.916885327032581,1000,91,1.49583287418286,1000,91,0.944831913234887,1000,91,0.810577956543523,1000,91,0.804801814304493,1000,91,1.48392482829385,1000,91,1.25353822997762,1000,91,0.796691288000026,1000,91,6.20151259165813,1000,91,4.54829468996554,1000
"92",92,1.13228856146636,1000,92,0.92645239403499,1000,92,0.919768842256201,1000,92,1.16979795704297,1000,92,2.11757898548326,1000,92,0.98335073269421,1000,92,1.02213977379215,1000,92,1.26945608736478,1000,92,1.28245298748331,1000,92,2.02291063428489,1000
"93",93,1.06868112065903,1000,93,0.929741172647942,1000,93,0.856710232105362,1000,93,1.22120352785945,1000,93,0.918702854383833,1000,93,1.99045023865666,1000,93,1.26692660763067,1000,93,0.913034960857686,1000,93,4.68114911167938,1000,93,5.60403127701225,1000
"94",94,1.24130607221569,1000,94,0.881203886579869,1000,94,1.1983304256058,1000,94,0.81841312668794,1000,94,1.68988524255065,1000,94,0.853569915467949,1000,94,0.883413331675106,1000,94,2.81591092213476,1000,94,2.05363662131863,1000,94,3.15766723989475,1000
"95",95,1.18980262552368,1000,95,0.898534262826571,1000,95,2.02080683557315,1000,95,1.00449238491917,1000,95,0.954414333157706,1000,95,4.73307841816004,1000,95,2.12081536416447,1000,95,2.38824292951685,1000,95,4.47620243719249,1000,95,6.38337735331396,1000
"96",96,1.24492863365799,1000,96,0.90085773601899,1000,96,8.79583202344492,1000,96,0.867742866206325,1000,96,2.03617415529174,1000,96,3.04948229553928,1000,96,1.09272626482027,1000,96,2.2644523332432,1000,96,3.63178576016643,1000,96,7.09992212515886,1000
"97",97,0.879534983640396,1000,97,1.27794119152434,1000,97,1.10227812550114,1000,97,1.10246199905106,1000,97,0.964858033343757,1000,97,3.92675198787859,1000,97,2.03343101511478,1000,97,3.63730858122972,1000,97,0.966310198316192,1000,97,4.32558038634956,1000
"98",98,0.985269401018188,1000,98,1.09072532029325,1000,98,1.57434731970496,1000,98,1.02743271944617,1000,98,1.65468816775273,1000,98,1.60654768976976,1000,98,2.93093152223508,1000,98,0.974729081905699,1000,98,6.88319769774903,1000,98,3.07436258737073,1000
"99",99,1.01256391776338,1000,99,1.46731925968194,1000,99,3.25704297160501,1000,99,1.85607652860575,1000,99,0.859851287814985,1000,99,1.6255811545185,1000,99,0.870421649432795,1000,99,3.3596488372807,1000,99,2.10772908511014,1000,99,3.40211725789421,1000
