"","replicate_id","overshoot_ratio","subsample","replicate_id.1","overshoot_ratio.1","subsample.1","replicate_id.2","overshoot_ratio.2","subsample.2","replicate_id.3","overshoot_ratio.3","subsample.3","replicate_id.4","overshoot_ratio.4","subsample.4","replicate_id.5","overshoot_ratio.5","subsample.5","replicate_id.6","overshoot_ratio.6","subsample.6","replicate_id.7","overshoot_ratio.7","subsample.7","replicate_id.8","overshoot_ratio.8","subsample.8","replicate_id.9","overshoot_ratio.9","subsample.9","replicate_id.10","overshoot_ratio.10","subsample.10","replicate_id.11","overshoot_ratio.11","subsample.11","replicate_id.12","overshoot_ratio.12","subsample.12","replicate_id.13","overshoot_ratio.13","subsample.13","replicate_id.14","overshoot_ratio.14","subsample.14","replicate_id.15","overshoot_ratio.15","subsample.15","replicate_id.16","overshoot_ratio.16","subsample.16","replicate_id.17","overshoot_ratio.17","subsample.17","replicate_id.18","overshoot_ratio.18","subsample.18","replicate_id.19","overshoot_ratio.19","subsample.19"
"11",11,0.603188833524336,1000,11,4.04258903305393,1000,11,0.753030776401422,1000,11,9.81048087559172,1000,11,3.99752897991207,1000,11,2.24412593317876,1000,11,6.28728185938787,1000,11,11.3375137947437,1000,11,23.2437493478836,1000,11,108.196786678005,1000,11,1.0972394747571,1000,11,1.77886357894799,1000,11,3.23222714818661,1000,11,0.848821860181879,1000,11,0.868756934038502,1000,11,13.7764400001461,1000,11,0.838124939523515,1000,11,1.26038327998791,1000,11,2.42336253458708,1000,11,1.1939951918154,1000
"12",12,0.694219620126008,1000,12,0.859954584359144,1000,12,0.719785997172745,1000,12,2.81114428349587,1000,12,5.17870529048083,1000,12,11.2740811764064,1000,12,5.07857674985623,1000,12,6.41132038369206,1000,12,25.9696843632029,1000,12,108.780340535515,1000,12,1.24116516319833,1000,12,1.30330381372935,1000,12,1.61764948395926,1000,12,1.05079349172931,1000,12,1.11161975490556,1000,12,1.36381074147263,1000,12,3.36891078079882,1000,12,1.34991005963688,1000,12,0.905776675091671,1000,12,2.57271918031281,1000
"13",13,0.169486443708845,1000,13,3.75579026089061,1000,13,2.74401090016724,1000,13,3.58569110643584,1000,13,3.84813658149078,1000,13,5.09494466978111,1000,13,4.23382707772577,1000,13,19.7147730583777,1000,13,25.3265582809949,1000,13,227.535834286009,1000,13,0.95406164873392,1000,13,0.955556338121897,1000,13,2.20585775255189,1000,13,1.02564587629649,1000,13,1.18398834535811,1000,13,4.19396692049046,1000,13,0.758317617487574,1000,13,0.965752970551929,1000,13,0.971230392290366,1000,13,1.53287691499407,1000
"14",14,0.804666771564244,1000,14,3.42925168294933,1000,14,1.9084985669774,1000,14,5.05935452825811,1000,14,11.4972193686543,1000,14,4.4741380230116,1000,14,2.67401537304736,1000,14,5.82119754479991,1000,14,34.0700311333979,1000,14,149.630854195819,1000,14,1.09411424245791,1000,14,4.63929903040672,1000,14,3.85733154433798,1000,14,3.309635048286,1000,14,0.799296748197691,1000,14,3.17809810697067,1000,14,2.11604879055323,1000,14,1.01328418665838,1000,14,0.858539402962648,1000,14,1.14537364486843,1000
"15",15,0.678376527233834,1000,15,5.06563103260255,1000,15,3.82549480936155,1000,15,1.64494128423124,1000,15,4.66991238996179,1000,15,11.7290453853931,1000,15,8.36721780480779,1000,15,2.90097355405833,1000,15,8.72023416265133,1000,15,202.898943948941,1000,15,1.12416446277193,1000,15,0.887305393386276,1000,15,1.08196454617349,1000,15,2.21138191879779,1000,15,0.953706789020059,1000,15,9.1540861753947,1000,15,1.03941747345759,1000,15,1.50261988878242,1000,15,0.99290958393528,1000,15,1.33922813853904,1000
"16",16,0.528260491826064,1000,16,3.06380747917051,1000,16,3.73875185229189,1000,16,6.27015685200766,1000,16,9.29806400060611,1000,16,1.53720330029001,1000,16,3.22265090705459,1000,16,14.0660161569581,1000,16,18.0900598050801,1000,16,197.29134964918,1000,16,0.931000937789656,1000,16,1.2597806121885,1000,16,3.39376307396666,1000,16,1.1886027749062,1000,16,0.776314305063222,1000,16,2.1301629936743,1000,16,2.77162498214153,1000,16,1.15884779534632,1000,16,1.20690269241515,1000,16,0.755702342680595,1000
"17",17,0.713415985276127,1000,17,0.886536523440055,1000,17,3.50766761827532,1000,17,2.51906510753477,1000,17,4.27215172173652,1000,17,13.9535735592529,1000,17,3.98973435651769,1000,17,9.25427226937531,1000,17,39.2140294828661,1000,17,122.843489912296,1000,17,1.34899044634504,1000,17,2.4955341882904,1000,17,0.79611240856044,1000,17,1.22908811834375,1000,17,1.49396736484989,1000,17,0.956761818553455,1000,17,0.780405065423898,1000,17,0.950589205074106,1000,17,0.768296298483175,1000,17,0.982117449076798,1000
"18",18,0.211525668342127,1000,18,1.36450796817443,1000,18,1.55419329872612,1000,18,4.22644160894287,1000,18,7.35184137103575,1000,18,9.73298000167751,1000,18,8.34905798434531,1000,18,8.56903743204629,1000,18,17.1321996385122,1000,18,194.036277238878,1000,18,0.751655952285825,1000,18,2.25122663772492,1000,18,2.75103292098899,1000,18,1.61047943983669,1000,18,1.72964849670665,1000,18,3.55314275347629,1000,18,1.09647146055621,1000,18,3.4999858239293,1000,18,1.32096588210882,1000,18,1.07187862429143,1000
"19",19,0.572331865318745,1000,19,2.52047249809147,1000,19,1.89743492547967,1000,19,2.68022752852037,1000,19,2.90403145773808,1000,19,1.63617223410796,1000,19,5.88495638251703,1000,19,6.9801876138708,1000,19,15.4924814788696,1000,19,206.1822258421,1000,19,1.18540672650133,1000,19,1.47333097209161,1000,19,3.65289706409921,1000,19,1.54328411371772,1000,19,1.15899742622423,1000,19,16.983288675243,1000,19,1.08306934143802,1000,19,1.24613443831756,1000,19,0.91983788474366,1000,19,1.04245671486005,1000
"20",20,0.649702459513124,1000,20,2.41901077104698,1000,20,1.66308540143715,1000,20,3.39352448206799,1000,20,18.667755849096,1000,20,1.42121553672013,1000,20,5.18630489913172,1000,20,13.8266976801533,1000,20,18.3010477980666,1000,20,121.330647323688,1000,20,1.1483105790823,1000,20,1.74182373472174,1000,20,2.56713142601783,1000,20,0.77485769453683,1000,20,1.00068308205941,1000,20,6.72451395378748,1000,20,1.49060335945528,1000,20,1.05535008774498,1000,20,0.944527530401822,1000,20,0.983807774633785,1000
