"","replicate_id","overshoot_ratio","subsample","replicate_id","undershoot_ratio","subsample"
"146",146,1.03481319850268,5690,NA,1.01060552829184,NA
"147",147,0.944729230961685,5690,NA,1.26854210051703,NA
"148",148,0.967351053945909,5690,NA,1.00879127671546,NA
"149",149,0.952217362767506,5690,NA,1.35197696935186,NA
"150",150,1.0343462472443,5690,NA,1.0736292350688,NA
"151",151,1.17119289076185,5690,NA,1.09932806869403,NA
"152",152,1.12438650062386,5690,NA,0.984559891134342,NA
"153",153,1.01877458383683,5690,NA,1.15124084526571,NA
"154",154,1.21709948992011,5690,NA,1.06657919632047,NA
"155",155,1.35528612518271,5690,NA,1.03889885628059,NA
"156",156,1.03550327232271,5690,NA,0.960158733191898,NA
"157",157,1.0019767533896,5690,NA,0.950995359183264,NA
"158",158,0.922675250381176,5690,NA,1.05134326908778,NA
"159",159,0.964750840326226,5690,NA,0.998019137591141,NA
"160",160,1.06540926811319,5690,NA,1.26386189523531,NA
"161",161,1.02348947789319,5690,NA,1.43677389768102,NA
"162",162,1.06196282440046,5690,NA,1.0379969616228,NA
"163",163,2.00757806053412,5690,NA,1.32077786711484,NA
"164",164,1.06033028737582,5690,NA,1.01701382543586,NA
"165",165,0.92037711278854,5690,NA,0.981740144536818,NA
"166",166,1.34739820732043,5690,NA,1.19774106842904,NA
"167",167,1.08192405853796,5690,NA,0.92941909076351,NA
"168",168,1.13347252679096,5690,NA,1.25339425387608,NA
"169",169,1.13417644427426,5690,NA,0.970061590938811,NA
"170",170,1.03821722319417,5690,NA,0.93427682717517,NA
"171",171,1.06394598219959,5690,NA,1.04412064823153,NA
"172",172,1.3371639769082,5690,NA,1.09747136818088,NA
"173",173,1.04262116631031,5690,NA,0.988811830927809,NA
"174",174,1.07734488721045,5690,NA,1.04013937561782,NA
"175",175,1.05192935177756,5690,NA,1.08007289287462,NA
"176",176,1.30364396738769,5690,NA,1.02948487991197,NA
"177",177,1.21905076957006,5690,NA,1.01496161212875,NA
"178",178,1.07179810330037,5690,NA,0.979896942719054,NA
"179",179,0.89392861139616,5690,NA,1.64209007742583,NA
"180",180,0.905114182625815,5690,NA,1.53375964289172,NA
"181",181,1.01079402151572,5690,NA,1.247651075916,NA
"182",182,1.0559182229432,5690,NA,0.956265296913074,NA
"183",183,0.953011240774298,5690,NA,0.908996148851921,NA
"184",184,1.24236142008436,5690,NA,0.883094270791329,NA
"185",185,1.20257880691632,5690,NA,1.21160122977226,NA
"186",186,1.02175755706337,5690,NA,0.945668882494586,NA
"187",187,1.26544437159056,5690,NA,0.982262459941158,NA
"188",188,1.17278053469292,5690,NA,1.06303291693954,NA
"189",189,1.022301414522,5690,NA,1.15116388265351,NA
"190",190,0.985764002793106,5690,NA,1.53876760769571,NA
"191",191,1.03466136210339,5690,NA,1.1585767527963,NA
"192",192,1.27356993635198,5690,NA,1.1801375842329,NA
"193",193,1.10765888685704,5690,NA,1.0197537298072,NA
"194",194,1.06931221558007,5690,NA,1.02157250121161,NA
"195",195,1.04113767282299,5690,NA,1.00239098997851,NA
"196",196,0.958800182823356,5690,NA,1.03416035463942,NA
"197",197,1.12376698351074,5690,NA,0.973606343480213,NA
"198",198,1.28507486247778,5690,NA,1.16436148869242,NA
"199",199,1.04659611533126,5690,NA,1.1021936522148,NA
"200",200,1.13421230286344,5690,NA,0.977593677661001,NA
"201",201,1.03793155998128,5690,NA,1.00231040611824,NA
"202",202,1.40967361633415,5690,NA,1.03427574321324,NA
"203",203,0.98022741978478,5690,NA,1.11154791145638,NA
"204",204,0.949071715105694,5690,NA,1.04345730622279,NA
"205",205,1.1023549420897,5690,NA,0.884113923987647,NA
"206",206,0.969202631081846,5690,NA,2.30647121849691,NA
"207",207,1.05446995113013,5690,NA,1.07767490508347,NA
"208",208,1.02845627904753,5690,NA,2.73995936622531,NA
"209",209,0.986129306402288,5690,NA,0.970785590525275,NA
"210",210,0.945334262906561,5690,NA,0.997064058638582,NA
"211",211,1.00536729740336,5690,NA,0.996928469532161,NA
"212",212,1.74939057364654,5690,NA,1.10078415973518,NA
"213",213,1.02826395266892,5690,NA,1.4202156009604,NA
"214",214,0.947667739375771,5690,NA,0.965019268788748,NA
"215",215,1.24637832619439,5690,NA,1.11502608325413,NA
"216",216,0.969210247178463,5690,NA,0.965769649169714,NA
"217",217,1.12850057591204,5690,NA,1.05497509163218,NA
"218",218,0.874084437025158,5690,NA,0.966261886494733,NA
"219",219,1.05608750430405,5690,NA,1.02203666621168,NA
"220",220,1.00173719383865,5690,NA,0.990495996657339,NA
"221",221,2.10152021989351,5690,NA,250.78942627958,NA
"222",222,11.0184857919948,5690,NA,107.320044206313,NA
"223",223,1.06163908801397,5690,NA,2.47601785247022,NA
"224",224,0.99266502249553,5690,NA,1.29350554435084,NA
"225",225,1.02453796736918,5690,NA,1.53703926896385,NA
"226",226,1.11786616102168,5690,NA,0.87285476365252,NA
"227",227,1.02398530199432,5690,NA,0.974850622694915,NA
"228",228,1.03154580405291,5690,NA,1.24057709697667,NA
"229",229,1.04990562897235,5690,NA,1.29181573286425,NA
"230",230,0.991632254212258,5690,NA,1.55579460576559,NA
"231",231,1.28909119262564,5690,NA,1.33715735884124,NA
"232",232,1.00403002791819,5690,NA,6.5847890516395,NA
"233",233,1.07932842682899,5690,NA,1.03816106647843,NA
"234",234,1.15199368470438,5690,NA,1.06797148945173,NA
"235",235,0.986219796416006,5690,NA,0.917371315761901,NA
"236",236,1.14012343351097,5690,NA,1.29866136053508,NA
"237",237,1.51131542961173,5690,NA,1.62484140038448,NA
"238",238,1.3096643907875,5690,NA,0.996546367790253,NA
"239",239,1.10778391016063,5690,NA,1.03928118440249,NA
"240",240,1.38937655565689,5690,NA,0.922842715128816,NA
"241",241,1.17349402160187,5690,NA,1.20189278069332,NA
"242",242,0.939258307255538,5690,NA,1.14883426802865,NA
"243",243,1.1273051903722,5690,NA,1.36447181329245,NA
"244",244,1.69655276253743,5690,NA,1.42148401611785,NA
"245",245,0.983200500759926,5690,NA,2.08083464446815,NA
"246",246,1.00329908141982,5690,NA,1.02669367096033,NA
"247",247,1.05549167418041,5690,NA,1.34454254471376,NA
"248",248,1.0339350993275,5690,NA,0.867515437707022,NA
"249",249,0.999564617496314,5690,NA,0.960606486640963,NA
"250",250,0.978090861597332,5690,NA,1.304663363088,NA
"251",251,0.966570143756699,5690,NA,1.9872346420746,NA
"252",252,0.994985673283982,5690,NA,1.06131813491009,NA
"253",253,0.931695304467536,5690,NA,1.19069680217905,NA
"254",254,0.975224356223011,5690,NA,0.979563162401763,NA
"255",255,0.999644738357191,5690,NA,1.85798847909747,NA
"256",256,1.02799406040557,5690,NA,1.15959148446371,NA
"257",257,0.980099582245092,5690,NA,1.25049828307998,NA
"258",258,0.982938178124552,5690,NA,1.45198587722364,NA
"259",259,1.01675365990101,5690,NA,1.1817166798665,NA
"260",260,1.06637200384314,5690,NA,0.959805722609838,NA
"261",261,0.973821368390219,5690,NA,1.69142320764863,NA
"262",262,1.01141435831599,5690,NA,0.962555678770192,NA
"263",263,1.00079594403143,5690,NA,1.72783173167276,NA
"264",264,0.935354768415044,5690,NA,1.27498334843412,NA
"265",265,1.06127512708633,5690,NA,1.3024546893977,NA
"266",266,1.09013225860094,5690,NA,0.930498042639154,NA
"267",267,1.02015665523633,5690,NA,1.23104733305542,NA
"268",268,1.13008690128659,5690,NA,1.03295112266924,NA
"269",269,0.977374340306602,5690,NA,1.00839526166141,NA
"270",270,0.92823500083546,5690,NA,2.38072408697882,NA
"271",271,1.00878924728274,5690,NA,1.00000431958351,NA
"272",272,1.11125230109439,5690,NA,1.22374920525725,NA
"273",273,0.981619034415087,5690,NA,0.965607191941667,NA
"274",274,0.954220326793539,5690,NA,1.02884020276985,NA
"275",275,0.911586796091046,5690,NA,1.80622537922166,NA
"276",276,0.966148455912368,5690,NA,1.68980546624829,NA
"277",277,0.990929035409473,5690,NA,1.13218746559493,NA
"278",278,0.995037536660981,5690,NA,1.39682474724802,NA
"279",279,0.92547990815705,5690,NA,1.50892644969875,NA
"280",280,0.97802319213587,5690,NA,2.08082569459968,NA
"281",281,0.880609921154268,5690,NA,1.9243471641583,NA
"282",282,0.999895613041778,5690,NA,0.941342343269075,NA
"283",283,0.951917481024132,5690,NA,1.18730882537967,NA
"284",284,1.24751566751946,5690,NA,1.0859344716936,NA
"285",285,0.985085991333921,5690,NA,1.45194466936518,NA
"286",286,0.976981510790505,5690,NA,1.08570205541192,NA
"287",287,0.978631109935945,5690,NA,1.0540891195022,NA
"288",288,1.09220660475699,5690,NA,0.961511444402316,NA
"289",289,0.96032407368107,5690,NA,1.01504599838363,NA
"290",290,0.946038200113011,5690,NA,1.88566042698236,NA
"291",291,1.02890130344241,5690,NA,1.18366593766063,NA
"292",292,1.03929986712498,5690,NA,1.25793148374817,NA
"293",293,1.07409821275839,5690,NA,1.19199956019714,NA
"294",294,1.04325427511464,5690,NA,0.965174121460637,NA
"295",295,1.03990481884656,5690,NA,2.09947426315163,NA
"296",296,1.07999964110958,5690,NA,0.964909332333876,NA
"297",297,0.921070713631164,5690,NA,1.16866494593938,NA
"298",298,0.95091075366757,5690,NA,0.91064132582329,NA
"299",299,1.02317752413003,5690,NA,1.43455636295688,NA
"300",300,0.947180359367028,5690,NA,0.954744215585922,NA
"301",301,1.05439819311507,5690,NA,2.40025337430534,NA
"302",302,1.0316634991796,5690,NA,1.05970297205212,NA
"303",303,1.03526393106744,5690,NA,1.7063105145411,NA
"304",304,0.992109419294967,5690,NA,2.20965506923396,NA
"305",305,1.04653982837137,5690,NA,0.998594621374022,NA
"306",306,1.01300260888068,5690,NA,1.234670789724,NA
"307",307,1.11717931768008,5690,NA,1.06104889586534,NA
"308",308,1.04585112251418,5690,NA,1.09678102429481,NA
"309",309,0.917334407629655,5690,NA,1.16482990549184,NA
"310",310,0.969593073448028,5690,NA,1.41126841159517,NA
"311",311,0.96038508337833,5690,NA,1.04612853207594,NA
"312",312,0.936093180545488,5690,NA,0.994167311022979,NA
"313",313,0.901049276896917,5690,NA,2.21516661804082,NA
"314",314,0.994043118271857,5690,NA,1.15666192776104,NA
"315",315,1.05579970220478,5690,NA,0.923314758294703,NA
"316",316,0.993362158832127,5690,NA,1.50282003549878,NA
"317",317,1.00262749983972,5690,NA,1.16770555636336,NA
"318",318,1.11498675864811,5690,NA,5.88905653460409,NA
"319",319,1.00047732351636,5690,NA,1.06564401278227,NA
"320",320,1.33333123957908,5690,NA,1.78194876968646,NA
"321",321,11.050161637178,5690,NA,7.84424239427083,NA
"322",322,1.15711703839898,5690,NA,2.78235231713661,NA
"323",323,2.33324080042888,5690,NA,4.72445636730893,NA
"324",324,630287.610280445,5690,NA,4.17283072236401,NA
"325",325,217082.340120118,5690,NA,2.6445428909343,NA
"326",326,6575.34803833651,5690,NA,26.9535791486265,NA
"327",327,58741.425878193,5690,NA,7.04590788539346,NA
"328",328,0.965123165852461,5690,NA,0.91644618934323,NA
"329",329,0.996247907781183,5690,NA,1.13716774040868,NA
"330",330,1.0282243170483,5690,NA,0.864178645481589,NA
