"","replicate_id","undershoot_ratio","subsample","replicate_id.1","undershoot_ratio.1","subsample.1","replicate_id.2","undershoot_ratio.2","subsample.2","replicate_id.3","undershoot_ratio.3","subsample.3","replicate_id.4","undershoot_ratio.4","subsample.4","replicate_id.5","undershoot_ratio.5","subsample.5","replicate_id.6","undershoot_ratio.6","subsample.6","replicate_id.7","undershoot_ratio.7","subsample.7","replicate_id.8","undershoot_ratio.8","subsample.8","replicate_id.9","undershoot_ratio.9","subsample.9"
"1",1,1.06617080808856,1000,1,0.929065016443735,1000,1,0.913223878679739,1000,1,0.979980940742347,1000,1,0.872359272795754,1000,1,0.919761627413558,1000,1,0.869540725783677,1000,1,1.0345706968045,1000,1,1.99663554867809,1000,1,14.4039675631769,1000
"2",2,1.99757109968312,1000,2,2.99671157077779,1000,2,0.888962308862136,1000,2,0.969135689484094,1000,2,1.01748403259902,1000,2,0.908246794849403,1000,2,0.874025469018034,1000,2,2.75463880004844,1000,2,0.961183338086762,1000,2,5.66825894029524,1000
"3",3,0.861612363081542,1000,3,1.0459486733826,1000,3,1.08296939994154,1000,3,1.0274809809665,1000,3,0.816471242808399,1000,3,1.58744253010701,1000,3,1.00164096029366,1000,3,3.22559882017876,1000,3,0.880145058490199,1000,3,8.03723604720182,1000
"4",4,1.29577476424425,1000,4,1.88163349540705,1000,4,0.890509325102251,1000,4,0.890471667774444,1000,4,0.974601019090722,1000,4,0.82626008487956,1000,4,1.22999337499908,1000,4,1.29630134568081,1000,4,1.70716329788846,1000,4,9.49776086195741,1000
"5",5,0.989586287178195,1000,5,1.61779436890961,1000,5,0.844408392202908,1000,5,1.16102585447559,1000,5,1.07702711192622,1000,5,1.09430229325259,1000,5,0.973350782197595,1000,5,0.831101910231624,1000,5,2.11729129278105,1000,5,7.74434139688433,1000
"6",6,3.60472485251757,1000,6,3.26107434408953,1000,6,1.06925542843921,1000,6,28.2555075140378,1000,6,1.75256886695529,1000,6,1.22894530640344,1000,6,1.01657868089261,1000,6,2.13918225068706,1000,6,0.802161640724482,1000,6,6.66505459428646,1000
"7",7,1.18802694047167,1000,7,1.36084276357065,1000,7,0.940198248295105,1000,7,0.880540378557175,1000,7,2.29484551132147,1000,7,1.06973297200699,1000,7,1.60678232731039,1000,7,0.921539386003895,1000,7,1.29596323616554,1000,7,6.30896265691679,1000
"8",8,0.818409395793415,1000,8,2.19279433074747,1000,8,1.38192692545582,1000,8,1.23672082226261,1000,8,0.921382782544996,1000,8,0.871452760057041,1000,8,0.991065816790031,1000,8,2.17285959365603,1000,8,16.7895168299043,1000,8,35.6852464941439,1000
"9",9,1.51691704060627,1000,9,0.924774677920984,1000,9,2.21256146833333,1000,9,1.44761546965507,1000,9,0.797438300535425,1000,9,0.969702644195398,1000,9,2.15038837789726,1000,9,1.00008214223071,1000,9,0.844365640573322,1000,9,10.0951841737345,1000
"10",10,0.933950381624012,1000,10,1.27511443256344,1000,10,0.952883853950938,1000,10,0.9481625419918,1000,10,1.08657164133221,1000,10,0.97553491253675,1000,10,1.11939774931673,1000,10,2.08376770519657,1000,10,1.5377588567292,1000,10,7.27308789448876,1000
"11",11,0.914416563019467,1000,11,1.41918920849142,1000,11,2.5728338673268,1000,11,0.803751308443011,1000,11,1.42266962562186,1000,11,0.953271214844027,1000,11,2.43009334683209,1000,11,0.77926225376751,1000,11,2.62479410389088,1000,11,6.53928836659504,1000
"12",12,1.57747657024612,1000,12,1.07074545032046,1000,12,2.25070715353469,1000,12,0.942948667856941,1000,12,0.838181497101497,1000,12,1.406742972932,1000,12,0.771094068013959,1000,12,1.54237227562344,1000,12,3.95515299126142,1000,12,12.3923219224307,1000
"13",13,1.34369607487256,1000,13,0.985548644352146,1000,13,1.5499888997562,1000,13,1.24152012340091,1000,13,0.82318561823403,1000,13,0.984135031776648,1000,13,0.89062102929446,1000,13,0.936723550505176,1000,13,2.27189705484742,1000,13,9.86458121201713,1000
"14",14,0.935369404575624,1000,14,1.22956086333961,1000,14,0.806043189174208,1000,14,1.49997239190374,1000,14,1.59889419807072,1000,14,0.859230867785727,1000,14,0.777183659106261,1000,14,0.812467678469147,1000,14,1.8100749684431,1000,14,3.49450457766359,1000
"15",15,0.901417546675546,1000,15,1.00958993695671,1000,15,1.59256454139587,1000,15,0.990707435378146,1000,15,1.1376199194899,1000,15,2.4111189542336,1000,15,1.00551541709416,1000,15,0.891452958331661,1000,15,6.24521140902305,1000,15,4.68635889163059,1000
"16",16,1.61032131391567,1000,16,8.87111569600197,1000,16,1.01980997445994,1000,16,0.994193967283869,1000,16,0.789332720890682,1000,16,3.99322392189312,1000,16,1.72651183299938,1000,16,1.00867860165447,1000,16,1.64380229929298,1000,16,7.19610279119127,1000
"17",17,0.955612085062939,1000,17,0.925006732207891,1000,17,1.42509879186658,1000,17,2.05168597678227,1000,17,2.0627280589066,1000,17,2.09263915274607,1000,17,1.44237441628976,1000,17,3.78266647332408,1000,17,1.90508486094626,1000,17,8.32862147858448,1000
"18",18,0.838421739977877,1000,18,1.40899121675887,1000,18,1.0829898356322,1000,18,2.40611050794869,1000,18,0.852992699385631,1000,18,1.04100633731467,1000,18,1.33519918478993,1000,18,1.96713487313786,1000,18,1.17159193978734,1000,18,23.8199559036794,1000
"19",19,0.813208284109695,1000,19,0.957172212845933,1000,19,1.08355364455907,1000,19,3.19093409237756,1000,19,2.68106505482452,1000,19,2.30951077735897,1000,19,3.48626618310282,1000,19,2.28191797359602,1000,19,3.48595040485856,1000,19,5.67314406965422,1000
